DateId,Date,Day,DayName,DayOfWeek,WeekOfYear,Month,MonthName,Quarter,Year,IsWeekend,FinancialYear
20210302,2021-03-02,2,Tuesday,2,9,3,March,Q1,2021,No,FY2020-21
20210303,2021-03-03,3,Wednesday,3,9,3,March,Q1,2021,No,FY2020-21
20210304,2021-03-04,4,Thursday,4,9,3,March,Q1,2021,No,FY2020-21
20210305,2021-03-05,5,Friday,5,9,3,March,Q1,2021,No,FY2020-21
20210306,2021-03-06,6,Saturday,6,9,3,March,Q1,2021,Yes,FY2020-21
20210307,2021-03-07,7,Sunday,7,9,3,March,Q1,2021,Yes,FY2020-21
20210308,2021-03-08,8,Monday,1,10,3,March,Q1,2021,No,FY2020-21
20210309,2021-03-09,9,Tuesday,2,10,3,March,Q1,2021,No,FY2020-21
20210310,2021-03-10,10,Wednesday,3,10,3,March,Q1,2021,No,FY2020-21
20210311,2021-03-11,11,Thursday,4,10,3,March,Q1,2021,No,FY2020-21
20210312,2021-03-12,12,Friday,5,10,3,March,Q1,2021,No,FY2020-21
20210313,2021-03-13,13,Saturday,6,10,3,March,Q1,2021,Yes,FY2020-21
20210314,2021-03-14,14,Sunday,7,10,3,March,Q1,2021,Yes,FY2020-21
20210315,2021-03-15,15,Monday,1,11,3,March,Q1,2021,No,FY2020-21
20210316,2021-03-16,16,Tuesday,2,11,3,March,Q1,2021,No,FY2020-21
20210317,2021-03-17,17,Wednesday,3,11,3,March,Q1,2021,No,FY2020-21
20210318,2021-03-18,18,Thursday,4,11,3,March,Q1,2021,No,FY2020-21
20210319,2021-03-19,19,Friday,5,11,3,March,Q1,2021,No,FY2020-21
20210320,2021-03-20,20,Saturday,6,11,3,March,Q1,2021,Yes,FY2020-21
20210321,2021-03-21,21,Sunday,7,11,3,March,Q1,2021,Yes,FY2020-21
20210322,2021-03-22,22,Monday,1,12,3,March,Q1,2021,No,FY2020-21
20210323,2021-03-23,23,Tuesday,2,12,3,March,Q1,2021,No,FY2020-21
20210324,2021-03-24,24,Wednesday,3,12,3,March,Q1,2021,No,FY2020-21
20210325,2021-03-25,25,Thursday,4,12,3,March,Q1,2021,No,FY2020-21
20210326,2021-03-26,26,Friday,5,12,3,March,Q1,2021,No,FY2020-21
20210327,2021-03-27,27,Saturday,6,12,3,March,Q1,2021,Yes,FY2020-21
20210328,2021-03-28,28,Sunday,7,12,3,March,Q1,2021,Yes,FY2020-21
20210329,2021-03-29,29,Monday,1,13,3,March,Q1,2021,No,FY2020-21
20210330,2021-03-30,30,Tuesday,2,13,3,March,Q1,2021,No,FY2020-21
20210331,2021-03-31,31,Wednesday,3,13,3,March,Q1,2021,No,FY2020-21
20210401,2021-04-01,1,Thursday,4,13,4,April,Q2,2021,No,FY2021-22
20210402,2021-04-02,2,Friday,5,13,4,April,Q2,2021,No,FY2021-22
20210403,2021-04-03,3,Saturday,6,13,4,April,Q2,2021,Yes,FY2021-22
20210404,2021-04-04,4,Sunday,7,13,4,April,Q2,2021,Yes,FY2021-22
20210405,2021-04-05,5,Monday,1,14,4,April,Q2,2021,No,FY2021-22
20210406,2021-04-06,6,Tuesday,2,14,4,April,Q2,2021,No,FY2021-22
20210407,2021-04-07,7,Wednesday,3,14,4,April,Q2,2021,No,FY2021-22
20210408,2021-04-08,8,Thursday,4,14,4,April,Q2,2021,No,FY2021-22
20210409,2021-04-09,9,Friday,5,14,4,April,Q2,2021,No,FY2021-22
20210410,2021-04-10,10,Saturday,6,14,4,April,Q2,2021,Yes,FY2021-22
20210411,2021-04-11,11,Sunday,7,14,4,April,Q2,2021,Yes,FY2021-22
20210412,2021-04-12,12,Monday,1,15,4,April,Q2,2021,No,FY2021-22
20210413,2021-04-13,13,Tuesday,2,15,4,April,Q2,2021,No,FY2021-22
20210414,2021-04-14,14,Wednesday,3,15,4,April,Q2,2021,No,FY2021-22
20210415,2021-04-15,15,Thursday,4,15,4,April,Q2,2021,No,FY2021-22
20210416,2021-04-16,16,Friday,5,15,4,April,Q2,2021,No,FY2021-22
20210417,2021-04-17,17,Saturday,6,15,4,April,Q2,2021,Yes,FY2021-22
20210418,2021-04-18,18,Sunday,7,15,4,April,Q2,2021,Yes,FY2021-22
20210419,2021-04-19,19,Monday,1,16,4,April,Q2,2021,No,FY2021-22
20210420,2021-04-20,20,Tuesday,2,16,4,April,Q2,2021,No,FY2021-22
20210421,2021-04-21,21,Wednesday,3,16,4,April,Q2,2021,No,FY2021-22
20210422,2021-04-22,22,Thursday,4,16,4,April,Q2,2021,No,FY2021-22
20210423,2021-04-23,23,Friday,5,16,4,April,Q2,2021,No,FY2021-22
20210424,2021-04-24,24,Saturday,6,16,4,April,Q2,2021,Yes,FY2021-22
20210425,2021-04-25,25,Sunday,7,16,4,April,Q2,2021,Yes,FY2021-22
20210426,2021-04-26,26,Monday,1,17,4,April,Q2,2021,No,FY2021-22
20210427,2021-04-27,27,Tuesday,2,17,4,April,Q2,2021,No,FY2021-22
20210428,2021-04-28,28,Wednesday,3,17,4,April,Q2,2021,No,FY2021-22
20210429,2021-04-29,29,Thursday,4,17,4,April,Q2,2021,No,FY2021-22
20210430,2021-04-30,30,Friday,5,17,4,April,Q2,2021,No,FY2021-22
20210501,2021-05-01,1,Saturday,6,17,5,May,Q2,2021,Yes,FY2021-22
20210502,2021-05-02,2,Sunday,7,17,5,May,Q2,2021,Yes,FY2021-22
20210503,2021-05-03,3,Monday,1,18,5,May,Q2,2021,No,FY2021-22
20210504,2021-05-04,4,Tuesday,2,18,5,May,Q2,2021,No,FY2021-22
20210505,2021-05-05,5,Wednesday,3,18,5,May,Q2,2021,No,FY2021-22
20210506,2021-05-06,6,Thursday,4,18,5,May,Q2,2021,No,FY2021-22
20210507,2021-05-07,7,Friday,5,18,5,May,Q2,2021,No,FY2021-22
20210508,2021-05-08,8,Saturday,6,18,5,May,Q2,2021,Yes,FY2021-22
20210509,2021-05-09,9,Sunday,7,18,5,May,Q2,2021,Yes,FY2021-22
20210510,2021-05-10,10,Monday,1,19,5,May,Q2,2021,No,FY2021-22
20210511,2021-05-11,11,Tuesday,2,19,5,May,Q2,2021,No,FY2021-22
20210512,2021-05-12,12,Wednesday,3,19,5,May,Q2,2021,No,FY2021-22
20210513,2021-05-13,13,Thursday,4,19,5,May,Q2,2021,No,FY2021-22
20210514,2021-05-14,14,Friday,5,19,5,May,Q2,2021,No,FY2021-22
20210515,2021-05-15,15,Saturday,6,19,5,May,Q2,2021,Yes,FY2021-22
20210516,2021-05-16,16,Sunday,7,19,5,May,Q2,2021,Yes,FY2021-22
20210517,2021-05-17,17,Monday,1,20,5,May,Q2,2021,No,FY2021-22
20210518,2021-05-18,18,Tuesday,2,20,5,May,Q2,2021,No,FY2021-22
20210519,2021-05-19,19,Wednesday,3,20,5,May,Q2,2021,No,FY2021-22
20210520,2021-05-20,20,Thursday,4,20,5,May,Q2,2021,No,FY2021-22
20210521,2021-05-21,21,Friday,5,20,5,May,Q2,2021,No,FY2021-22
20210522,2021-05-22,22,Saturday,6,20,5,May,Q2,2021,Yes,FY2021-22
20210523,2021-05-23,23,Sunday,7,20,5,May,Q2,2021,Yes,FY2021-22
20210524,2021-05-24,24,Monday,1,21,5,May,Q2,2021,No,FY2021-22
20210525,2021-05-25,25,Tuesday,2,21,5,May,Q2,2021,No,FY2021-22
20210526,2021-05-26,26,Wednesday,3,21,5,May,Q2,2021,No,FY2021-22
20210527,2021-05-27,27,Thursday,4,21,5,May,Q2,2021,No,FY2021-22
20210528,2021-05-28,28,Friday,5,21,5,May,Q2,2021,No,FY2021-22
20210529,2021-05-29,29,Saturday,6,21,5,May,Q2,2021,Yes,FY2021-22
20210530,2021-05-30,30,Sunday,7,21,5,May,Q2,2021,Yes,FY2021-22
20210531,2021-05-31,31,Monday,1,22,5,May,Q2,2021,No,FY2021-22
20210601,2021-06-01,1,Tuesday,2,22,6,June,Q2,2021,No,FY2021-22
20210602,2021-06-02,2,Wednesday,3,22,6,June,Q2,2021,No,FY2021-22
20210603,2021-06-03,3,Thursday,4,22,6,June,Q2,2021,No,FY2021-22
20210604,2021-06-04,4,Friday,5,22,6,June,Q2,2021,No,FY2021-22
20210605,2021-06-05,5,Saturday,6,22,6,June,Q2,2021,Yes,FY2021-22
20210606,2021-06-06,6,Sunday,7,22,6,June,Q2,2021,Yes,FY2021-22
20210607,2021-06-07,7,Monday,1,23,6,June,Q2,2021,No,FY2021-22
20210608,2021-06-08,8,Tuesday,2,23,6,June,Q2,2021,No,FY2021-22
20210609,2021-06-09,9,Wednesday,3,23,6,June,Q2,2021,No,FY2021-22
20210610,2021-06-10,10,Thursday,4,23,6,June,Q2,2021,No,FY2021-22
20210611,2021-06-11,11,Friday,5,23,6,June,Q2,2021,No,FY2021-22
20210612,2021-06-12,12,Saturday,6,23,6,June,Q2,2021,Yes,FY2021-22
20210613,2021-06-13,13,Sunday,7,23,6,June,Q2,2021,Yes,FY2021-22
20210614,2021-06-14,14,Monday,1,24,6,June,Q2,2021,No,FY2021-22
20210615,2021-06-15,15,Tuesday,2,24,6,June,Q2,2021,No,FY2021-22
20210616,2021-06-16,16,Wednesday,3,24,6,June,Q2,2021,No,FY2021-22
20210617,2021-06-17,17,Thursday,4,24,6,June,Q2,2021,No,FY2021-22
20210618,2021-06-18,18,Friday,5,24,6,June,Q2,2021,No,FY2021-22
20210619,2021-06-19,19,Saturday,6,24,6,June,Q2,2021,Yes,FY2021-22
20210620,2021-06-20,20,Sunday,7,24,6,June,Q2,2021,Yes,FY2021-22
20210621,2021-06-21,21,Monday,1,25,6,June,Q2,2021,No,FY2021-22
20210622,2021-06-22,22,Tuesday,2,25,6,June,Q2,2021,No,FY2021-22
20210623,2021-06-23,23,Wednesday,3,25,6,June,Q2,2021,No,FY2021-22
20210624,2021-06-24,24,Thursday,4,25,6,June,Q2,2021,No,FY2021-22
20210625,2021-06-25,25,Friday,5,25,6,June,Q2,2021,No,FY2021-22
20210626,2021-06-26,26,Saturday,6,25,6,June,Q2,2021,Yes,FY2021-22
20210627,2021-06-27,27,Sunday,7,25,6,June,Q2,2021,Yes,FY2021-22
20210628,2021-06-28,28,Monday,1,26,6,June,Q2,2021,No,FY2021-22
20210629,2021-06-29,29,Tuesday,2,26,6,June,Q2,2021,No,FY2021-22
20210630,2021-06-30,30,Wednesday,3,26,6,June,Q2,2021,No,FY2021-22
20210701,2021-07-01,1,Thursday,4,26,7,July,Q3,2021,No,FY2021-22
20210702,2021-07-02,2,Friday,5,26,7,July,Q3,2021,No,FY2021-22
20210703,2021-07-03,3,Saturday,6,26,7,July,Q3,2021,Yes,FY2021-22
20210704,2021-07-04,4,Sunday,7,26,7,July,Q3,2021,Yes,FY2021-22
20210705,2021-07-05,5,Monday,1,27,7,July,Q3,2021,No,FY2021-22
20210706,2021-07-06,6,Tuesday,2,27,7,July,Q3,2021,No,FY2021-22
20210707,2021-07-07,7,Wednesday,3,27,7,July,Q3,2021,No,FY2021-22
20210708,2021-07-08,8,Thursday,4,27,7,July,Q3,2021,No,FY2021-22
20210709,2021-07-09,9,Friday,5,27,7,July,Q3,2021,No,FY2021-22
20210710,2021-07-10,10,Saturday,6,27,7,July,Q3,2021,Yes,FY2021-22
20210711,2021-07-11,11,Sunday,7,27,7,July,Q3,2021,Yes,FY2021-22
20210712,2021-07-12,12,Monday,1,28,7,July,Q3,2021,No,FY2021-22
20210713,2021-07-13,13,Tuesday,2,28,7,July,Q3,2021,No,FY2021-22
20210714,2021-07-14,14,Wednesday,3,28,7,July,Q3,2021,No,FY2021-22
20210715,2021-07-15,15,Thursday,4,28,7,July,Q3,2021,No,FY2021-22
20210716,2021-07-16,16,Friday,5,28,7,July,Q3,2021,No,FY2021-22
20210717,2021-07-17,17,Saturday,6,28,7,July,Q3,2021,Yes,FY2021-22
20210718,2021-07-18,18,Sunday,7,28,7,July,Q3,2021,Yes,FY2021-22
20210719,2021-07-19,19,Monday,1,29,7,July,Q3,2021,No,FY2021-22
20210720,2021-07-20,20,Tuesday,2,29,7,July,Q3,2021,No,FY2021-22
20210721,2021-07-21,21,Wednesday,3,29,7,July,Q3,2021,No,FY2021-22
20210722,2021-07-22,22,Thursday,4,29,7,July,Q3,2021,No,FY2021-22
20210723,2021-07-23,23,Friday,5,29,7,July,Q3,2021,No,FY2021-22
20210724,2021-07-24,24,Saturday,6,29,7,July,Q3,2021,Yes,FY2021-22
20210725,2021-07-25,25,Sunday,7,29,7,July,Q3,2021,Yes,FY2021-22
20210726,2021-07-26,26,Monday,1,30,7,July,Q3,2021,No,FY2021-22
20210727,2021-07-27,27,Tuesday,2,30,7,July,Q3,2021,No,FY2021-22
20210728,2021-07-28,28,Wednesday,3,30,7,July,Q3,2021,No,FY2021-22
20210729,2021-07-29,29,Thursday,4,30,7,July,Q3,2021,No,FY2021-22
20210730,2021-07-30,30,Friday,5,30,7,July,Q3,2021,No,FY2021-22
20210731,2021-07-31,31,Saturday,6,30,7,July,Q3,2021,Yes,FY2021-22
20210801,2021-08-01,1,Sunday,7,30,8,August,Q3,2021,Yes,FY2021-22
20210802,2021-08-02,2,Monday,1,31,8,August,Q3,2021,No,FY2021-22
20210803,2021-08-03,3,Tuesday,2,31,8,August,Q3,2021,No,FY2021-22
20210804,2021-08-04,4,Wednesday,3,31,8,August,Q3,2021,No,FY2021-22
20210805,2021-08-05,5,Thursday,4,31,8,August,Q3,2021,No,FY2021-22
20210806,2021-08-06,6,Friday,5,31,8,August,Q3,2021,No,FY2021-22
20210807,2021-08-07,7,Saturday,6,31,8,August,Q3,2021,Yes,FY2021-22
20210808,2021-08-08,8,Sunday,7,31,8,August,Q3,2021,Yes,FY2021-22
20210809,2021-08-09,9,Monday,1,32,8,August,Q3,2021,No,FY2021-22
20210810,2021-08-10,10,Tuesday,2,32,8,August,Q3,2021,No,FY2021-22
20210811,2021-08-11,11,Wednesday,3,32,8,August,Q3,2021,No,FY2021-22
20210812,2021-08-12,12,Thursday,4,32,8,August,Q3,2021,No,FY2021-22
20210813,2021-08-13,13,Friday,5,32,8,August,Q3,2021,No,FY2021-22
20210814,2021-08-14,14,Saturday,6,32,8,August,Q3,2021,Yes,FY2021-22
20210815,2021-08-15,15,Sunday,7,32,8,August,Q3,2021,Yes,FY2021-22
20210816,2021-08-16,16,Monday,1,33,8,August,Q3,2021,No,FY2021-22
20210817,2021-08-17,17,Tuesday,2,33,8,August,Q3,2021,No,FY2021-22
20210818,2021-08-18,18,Wednesday,3,33,8,August,Q3,2021,No,FY2021-22
20210819,2021-08-19,19,Thursday,4,33,8,August,Q3,2021,No,FY2021-22
20210820,2021-08-20,20,Friday,5,33,8,August,Q3,2021,No,FY2021-22
20210821,2021-08-21,21,Saturday,6,33,8,August,Q3,2021,Yes,FY2021-22
20210822,2021-08-22,22,Sunday,7,33,8,August,Q3,2021,Yes,FY2021-22
20210823,2021-08-23,23,Monday,1,34,8,August,Q3,2021,No,FY2021-22
20210824,2021-08-24,24,Tuesday,2,34,8,August,Q3,2021,No,FY2021-22
20210825,2021-08-25,25,Wednesday,3,34,8,August,Q3,2021,No,FY2021-22
20210826,2021-08-26,26,Thursday,4,34,8,August,Q3,2021,No,FY2021-22
20210827,2021-08-27,27,Friday,5,34,8,August,Q3,2021,No,FY2021-22
20210828,2021-08-28,28,Saturday,6,34,8,August,Q3,2021,Yes,FY2021-22
20210829,2021-08-29,29,Sunday,7,34,8,August,Q3,2021,Yes,FY2021-22
20210830,2021-08-30,30,Monday,1,35,8,August,Q3,2021,No,FY2021-22
20210831,2021-08-31,31,Tuesday,2,35,8,August,Q3,2021,No,FY2021-22
20210901,2021-09-01,1,Wednesday,3,35,9,September,Q3,2021,No,FY2021-22
20210902,2021-09-02,2,Thursday,4,35,9,September,Q3,2021,No,FY2021-22
20210903,2021-09-03,3,Friday,5,35,9,September,Q3,2021,No,FY2021-22
20210904,2021-09-04,4,Saturday,6,35,9,September,Q3,2021,Yes,FY2021-22
20210905,2021-09-05,5,Sunday,7,35,9,September,Q3,2021,Yes,FY2021-22
20210906,2021-09-06,6,Monday,1,36,9,September,Q3,2021,No,FY2021-22
20210907,2021-09-07,7,Tuesday,2,36,9,September,Q3,2021,No,FY2021-22
20210908,2021-09-08,8,Wednesday,3,36,9,September,Q3,2021,No,FY2021-22
20210909,2021-09-09,9,Thursday,4,36,9,September,Q3,2021,No,FY2021-22
20210910,2021-09-10,10,Friday,5,36,9,September,Q3,2021,No,FY2021-22
20210911,2021-09-11,11,Saturday,6,36,9,September,Q3,2021,Yes,FY2021-22
20210912,2021-09-12,12,Sunday,7,36,9,September,Q3,2021,Yes,FY2021-22
20210913,2021-09-13,13,Monday,1,37,9,September,Q3,2021,No,FY2021-22
20210914,2021-09-14,14,Tuesday,2,37,9,September,Q3,2021,No,FY2021-22
20210915,2021-09-15,15,Wednesday,3,37,9,September,Q3,2021,No,FY2021-22
20210916,2021-09-16,16,Thursday,4,37,9,September,Q3,2021,No,FY2021-22
20210917,2021-09-17,17,Friday,5,37,9,September,Q3,2021,No,FY2021-22
20210918,2021-09-18,18,Saturday,6,37,9,September,Q3,2021,Yes,FY2021-22
20210919,2021-09-19,19,Sunday,7,37,9,September,Q3,2021,Yes,FY2021-22
20210920,2021-09-20,20,Monday,1,38,9,September,Q3,2021,No,FY2021-22
20210921,2021-09-21,21,Tuesday,2,38,9,September,Q3,2021,No,FY2021-22
20210922,2021-09-22,22,Wednesday,3,38,9,September,Q3,2021,No,FY2021-22
20210923,2021-09-23,23,Thursday,4,38,9,September,Q3,2021,No,FY2021-22
20210924,2021-09-24,24,Friday,5,38,9,September,Q3,2021,No,FY2021-22
20210925,2021-09-25,25,Saturday,6,38,9,September,Q3,2021,Yes,FY2021-22
20210926,2021-09-26,26,Sunday,7,38,9,September,Q3,2021,Yes,FY2021-22
20210927,2021-09-27,27,Monday,1,39,9,September,Q3,2021,No,FY2021-22
20210928,2021-09-28,28,Tuesday,2,39,9,September,Q3,2021,No,FY2021-22
20210929,2021-09-29,29,Wednesday,3,39,9,September,Q3,2021,No,FY2021-22
20210930,2021-09-30,30,Thursday,4,39,9,September,Q3,2021,No,FY2021-22
20211001,2021-10-01,1,Friday,5,39,10,October,Q4,2021,No,FY2021-22
20211002,2021-10-02,2,Saturday,6,39,10,October,Q4,2021,Yes,FY2021-22
20211003,2021-10-03,3,Sunday,7,39,10,October,Q4,2021,Yes,FY2021-22
20211004,2021-10-04,4,Monday,1,40,10,October,Q4,2021,No,FY2021-22
20211005,2021-10-05,5,Tuesday,2,40,10,October,Q4,2021,No,FY2021-22
20211006,2021-10-06,6,Wednesday,3,40,10,October,Q4,2021,No,FY2021-22
20211007,2021-10-07,7,Thursday,4,40,10,October,Q4,2021,No,FY2021-22
20211008,2021-10-08,8,Friday,5,40,10,October,Q4,2021,No,FY2021-22
20211009,2021-10-09,9,Saturday,6,40,10,October,Q4,2021,Yes,FY2021-22
20211010,2021-10-10,10,Sunday,7,40,10,October,Q4,2021,Yes,FY2021-22
20211011,2021-10-11,11,Monday,1,41,10,October,Q4,2021,No,FY2021-22
20211012,2021-10-12,12,Tuesday,2,41,10,October,Q4,2021,No,FY2021-22
20211013,2021-10-13,13,Wednesday,3,41,10,October,Q4,2021,No,FY2021-22
20211014,2021-10-14,14,Thursday,4,41,10,October,Q4,2021,No,FY2021-22
20211015,2021-10-15,15,Friday,5,41,10,October,Q4,2021,No,FY2021-22
20211016,2021-10-16,16,Saturday,6,41,10,October,Q4,2021,Yes,FY2021-22
20211017,2021-10-17,17,Sunday,7,41,10,October,Q4,2021,Yes,FY2021-22
20211018,2021-10-18,18,Monday,1,42,10,October,Q4,2021,No,FY2021-22
20211019,2021-10-19,19,Tuesday,2,42,10,October,Q4,2021,No,FY2021-22
20211020,2021-10-20,20,Wednesday,3,42,10,October,Q4,2021,No,FY2021-22
20211021,2021-10-21,21,Thursday,4,42,10,October,Q4,2021,No,FY2021-22
20211022,2021-10-22,22,Friday,5,42,10,October,Q4,2021,No,FY2021-22
20211023,2021-10-23,23,Saturday,6,42,10,October,Q4,2021,Yes,FY2021-22
20211024,2021-10-24,24,Sunday,7,42,10,October,Q4,2021,Yes,FY2021-22
20211025,2021-10-25,25,Monday,1,43,10,October,Q4,2021,No,FY2021-22
20211026,2021-10-26,26,Tuesday,2,43,10,October,Q4,2021,No,FY2021-22
20211027,2021-10-27,27,Wednesday,3,43,10,October,Q4,2021,No,FY2021-22
20211028,2021-10-28,28,Thursday,4,43,10,October,Q4,2021,No,FY2021-22
20211029,2021-10-29,29,Friday,5,43,10,October,Q4,2021,No,FY2021-22
20211030,2021-10-30,30,Saturday,6,43,10,October,Q4,2021,Yes,FY2021-22
20211031,2021-10-31,31,Sunday,7,43,10,October,Q4,2021,Yes,FY2021-22
20211101,2021-11-01,1,Monday,1,44,11,November,Q4,2021,No,FY2021-22
20211102,2021-11-02,2,Tuesday,2,44,11,November,Q4,2021,No,FY2021-22
20211103,2021-11-03,3,Wednesday,3,44,11,November,Q4,2021,No,FY2021-22
20211104,2021-11-04,4,Thursday,4,44,11,November,Q4,2021,No,FY2021-22
20211105,2021-11-05,5,Friday,5,44,11,November,Q4,2021,No,FY2021-22
20211106,2021-11-06,6,Saturday,6,44,11,November,Q4,2021,Yes,FY2021-22
20211107,2021-11-07,7,Sunday,7,44,11,November,Q4,2021,Yes,FY2021-22
20211108,2021-11-08,8,Monday,1,45,11,November,Q4,2021,No,FY2021-22
20211109,2021-11-09,9,Tuesday,2,45,11,November,Q4,2021,No,FY2021-22
20211110,2021-11-10,10,Wednesday,3,45,11,November,Q4,2021,No,FY2021-22
20211111,2021-11-11,11,Thursday,4,45,11,November,Q4,2021,No,FY2021-22
20211112,2021-11-12,12,Friday,5,45,11,November,Q4,2021,No,FY2021-22
20211113,2021-11-13,13,Saturday,6,45,11,November,Q4,2021,Yes,FY2021-22
20211114,2021-11-14,14,Sunday,7,45,11,November,Q4,2021,Yes,FY2021-22
20211115,2021-11-15,15,Monday,1,46,11,November,Q4,2021,No,FY2021-22
20211116,2021-11-16,16,Tuesday,2,46,11,November,Q4,2021,No,FY2021-22
20211117,2021-11-17,17,Wednesday,3,46,11,November,Q4,2021,No,FY2021-22
20211118,2021-11-18,18,Thursday,4,46,11,November,Q4,2021,No,FY2021-22
20211119,2021-11-19,19,Friday,5,46,11,November,Q4,2021,No,FY2021-22
20211120,2021-11-20,20,Saturday,6,46,11,November,Q4,2021,Yes,FY2021-22
20211121,2021-11-21,21,Sunday,7,46,11,November,Q4,2021,Yes,FY2021-22
20211122,2021-11-22,22,Monday,1,47,11,November,Q4,2021,No,FY2021-22
20211123,2021-11-23,23,Tuesday,2,47,11,November,Q4,2021,No,FY2021-22
20211124,2021-11-24,24,Wednesday,3,47,11,November,Q4,2021,No,FY2021-22
20211125,2021-11-25,25,Thursday,4,47,11,November,Q4,2021,No,FY2021-22
20211126,2021-11-26,26,Friday,5,47,11,November,Q4,2021,No,FY2021-22
20211127,2021-11-27,27,Saturday,6,47,11,November,Q4,2021,Yes,FY2021-22
20211128,2021-11-28,28,Sunday,7,47,11,November,Q4,2021,Yes,FY2021-22
20211129,2021-11-29,29,Monday,1,48,11,November,Q4,2021,No,FY2021-22
20211130,2021-11-30,30,Tuesday,2,48,11,November,Q4,2021,No,FY2021-22
20211201,2021-12-01,1,Wednesday,3,48,12,December,Q4,2021,No,FY2021-22
20211202,2021-12-02,2,Thursday,4,48,12,December,Q4,2021,No,FY2021-22
20211203,2021-12-03,3,Friday,5,48,12,December,Q4,2021,No,FY2021-22
20211204,2021-12-04,4,Saturday,6,48,12,December,Q4,2021,Yes,FY2021-22
20211205,2021-12-05,5,Sunday,7,48,12,December,Q4,2021,Yes,FY2021-22
20211206,2021-12-06,6,Monday,1,49,12,December,Q4,2021,No,FY2021-22
20211207,2021-12-07,7,Tuesday,2,49,12,December,Q4,2021,No,FY2021-22
20211208,2021-12-08,8,Wednesday,3,49,12,December,Q4,2021,No,FY2021-22
20211209,2021-12-09,9,Thursday,4,49,12,December,Q4,2021,No,FY2021-22
20211210,2021-12-10,10,Friday,5,49,12,December,Q4,2021,No,FY2021-22
20211211,2021-12-11,11,Saturday,6,49,12,December,Q4,2021,Yes,FY2021-22
20211212,2021-12-12,12,Sunday,7,49,12,December,Q4,2021,Yes,FY2021-22
20211213,2021-12-13,13,Monday,1,50,12,December,Q4,2021,No,FY2021-22
20211214,2021-12-14,14,Tuesday,2,50,12,December,Q4,2021,No,FY2021-22
20211215,2021-12-15,15,Wednesday,3,50,12,December,Q4,2021,No,FY2021-22
20211216,2021-12-16,16,Thursday,4,50,12,December,Q4,2021,No,FY2021-22
20211217,2021-12-17,17,Friday,5,50,12,December,Q4,2021,No,FY2021-22
20211218,2021-12-18,18,Saturday,6,50,12,December,Q4,2021,Yes,FY2021-22
20211219,2021-12-19,19,Sunday,7,50,12,December,Q4,2021,Yes,FY2021-22
20211220,2021-12-20,20,Monday,1,51,12,December,Q4,2021,No,FY2021-22
20211221,2021-12-21,21,Tuesday,2,51,12,December,Q4,2021,No,FY2021-22
20211222,2021-12-22,22,Wednesday,3,51,12,December,Q4,2021,No,FY2021-22
20211223,2021-12-23,23,Thursday,4,51,12,December,Q4,2021,No,FY2021-22
20211224,2021-12-24,24,Friday,5,51,12,December,Q4,2021,No,FY2021-22
20211225,2021-12-25,25,Saturday,6,51,12,December,Q4,2021,Yes,FY2021-22
20211226,2021-12-26,26,Sunday,7,51,12,December,Q4,2021,Yes,FY2021-22
20211227,2021-12-27,27,Monday,1,52,12,December,Q4,2021,No,FY2021-22
20211228,2021-12-28,28,Tuesday,2,52,12,December,Q4,2021,No,FY2021-22
20211229,2021-12-29,29,Wednesday,3,52,12,December,Q4,2021,No,FY2021-22
20211230,2021-12-30,30,Thursday,4,52,12,December,Q4,2021,No,FY2021-22
20211231,2021-12-31,31,Friday,5,52,12,December,Q4,2021,No,FY2021-22
20220101,2022-01-01,1,Saturday,6,52,1,January,Q1,2022,Yes,FY2021-22
20220102,2022-01-02,2,Sunday,7,52,1,January,Q1,2022,Yes,FY2021-22
20220103,2022-01-03,3,Monday,1,1,1,January,Q1,2022,No,FY2021-22
20220104,2022-01-04,4,Tuesday,2,1,1,January,Q1,2022,No,FY2021-22
20220105,2022-01-05,5,Wednesday,3,1,1,January,Q1,2022,No,FY2021-22
20220106,2022-01-06,6,Thursday,4,1,1,January,Q1,2022,No,FY2021-22
20220107,2022-01-07,7,Friday,5,1,1,January,Q1,2022,No,FY2021-22
20220108,2022-01-08,8,Saturday,6,1,1,January,Q1,2022,Yes,FY2021-22
20220109,2022-01-09,9,Sunday,7,1,1,January,Q1,2022,Yes,FY2021-22
20220110,2022-01-10,10,Monday,1,2,1,January,Q1,2022,No,FY2021-22
20220111,2022-01-11,11,Tuesday,2,2,1,January,Q1,2022,No,FY2021-22
20220112,2022-01-12,12,Wednesday,3,2,1,January,Q1,2022,No,FY2021-22
20220113,2022-01-13,13,Thursday,4,2,1,January,Q1,2022,No,FY2021-22
20220114,2022-01-14,14,Friday,5,2,1,January,Q1,2022,No,FY2021-22
20220115,2022-01-15,15,Saturday,6,2,1,January,Q1,2022,Yes,FY2021-22
20220116,2022-01-16,16,Sunday,7,2,1,January,Q1,2022,Yes,FY2021-22
20220117,2022-01-17,17,Monday,1,3,1,January,Q1,2022,No,FY2021-22
20220118,2022-01-18,18,Tuesday,2,3,1,January,Q1,2022,No,FY2021-22
20220119,2022-01-19,19,Wednesday,3,3,1,January,Q1,2022,No,FY2021-22
20220120,2022-01-20,20,Thursday,4,3,1,January,Q1,2022,No,FY2021-22
20220121,2022-01-21,21,Friday,5,3,1,January,Q1,2022,No,FY2021-22
20220122,2022-01-22,22,Saturday,6,3,1,January,Q1,2022,Yes,FY2021-22
