ShipmentID,OrderID,DeliveryPartnerID,ShipmentStatusID,ShipmentDate,EstimatedDeliveryDate,ActualDeliveryDate,TrackingNumber
SHP0025644,ORD0025644,4,1,2025-07-06,2025-07-09,2025-07-09,TRK0000025644
SHP0025645,ORD0025645,2,1,2026-08-01,2026-08-03,2026-08-05,TRK0000025645
SHP0025646,ORD0025646,4,1,2017-06-16,2017-06-22,2017-06-23,TRK0000025646
SHP0025647,ORD0025647,2,1,2024-02-11,2024-02-15,2024-02-15,TRK0000025647
SHP0025648,ORD0025648,5,4,2018-09-28,2018-10-02,,TRK0000025648
SHP0025649,ORD0025649,8,1,2020-01-09,2020-01-13,2020-01-13,TRK0000025649
SHP0025650,ORD0025650,1,1,2018-03-29,2018-04-02,2018-04-02,TRK0000025650
SHP0025651,ORD0025651,7,1,2018-08-25,2018-08-30,2018-08-30,TRK0000025651
SHP0025652,ORD0025652,4,1,2022-06-20,2022-06-25,2022-06-24,TRK0000025652
SHP0025653,ORD0025653,7,1,2016-07-08,2016-07-13,2016-07-13,TRK0000025653
SHP0025654,ORD0025654,2,1,2022-11-14,2022-11-19,2022-11-21,TRK0000025654
SHP0025655,ORD0025655,4,1,2019-05-27,2019-05-29,2019-05-31,TRK0000025655
SHP0025656,ORD0025656,1,1,2019-12-04,2019-12-11,2019-12-12,TRK0000025656
SHP0025657,ORD0025657,10,1,2019-09-19,2019-09-22,2019-09-23,TRK0000025657
SHP0025658,ORD0025658,7,1,2018-02-05,2018-02-07,2018-02-06,TRK0000025658
SHP0025659,ORD0025659,9,1,2015-04-12,2015-04-14,2015-04-16,TRK0000025659
SHP0025660,ORD0025660,7,1,2020-04-18,2020-04-23,2020-04-23,TRK0000025660
SHP0025661,ORD0025661,9,1,2021-05-28,2021-06-03,2021-06-03,TRK0000025661
SHP0025662,ORD0025662,7,1,2016-10-24,2016-10-30,2016-10-29,TRK0000025662
SHP0025663,ORD0025663,2,1,2020-02-05,2020-02-09,2020-02-10,TRK0000025663
SHP0025664,ORD0025664,4,1,2016-08-09,2016-08-16,2016-08-16,TRK0000025664
SHP0025665,ORD0025665,6,2,2019-02-15,2019-02-17,,TRK0000025665
SHP0025666,ORD0025666,3,1,2017-10-09,2017-10-11,2017-10-13,TRK0000025666
SHP0025667,ORD0025667,4,1,2024-04-01,2024-04-06,2024-04-06,TRK0000025667
SHP0025668,ORD0025668,5,1,2024-11-22,2024-11-26,2024-11-25,TRK0000025668
SHP0025669,ORD0025669,9,1,2026-05-01,2026-05-06,2026-05-08,TRK0000025669
SHP0025670,ORD0025670,7,2,2016-12-25,2017-01-01,,TRK0000025670
SHP0025671,ORD0025671,7,1,2023-02-19,2023-02-22,2023-02-21,TRK0000025671
SHP0025672,ORD0025672,5,2,2024-11-27,2024-12-03,,TRK0000025672
SHP0025673,ORD0025673,3,1,2026-01-14,2026-01-21,2026-01-20,TRK0000025673
SHP0025674,ORD0025674,10,1,2022-06-01,2022-06-06,2022-06-07,TRK0000025674
SHP0025675,ORD0025675,4,1,2023-09-13,2023-09-18,2023-09-17,TRK0000025675
SHP0025676,ORD0025676,2,2,2026-01-28,2026-02-04,,TRK0000025676
SHP0025677,ORD0025677,6,1,2016-05-05,2016-05-12,2016-05-13,TRK0000025677
SHP0025678,ORD0025678,4,1,2017-12-17,2017-12-19,2017-12-20,TRK0000025678
SHP0025679,ORD0025679,7,4,2016-03-19,2016-03-22,,TRK0000025679
SHP0025680,ORD0025680,9,1,2015-12-24,2015-12-28,2015-12-30,TRK0000025680
SHP0025681,ORD0025681,1,1,2021-06-03,2021-06-08,2021-06-08,TRK0000025681
SHP0025682,ORD0025682,1,1,2017-08-27,2017-09-02,2017-09-01,TRK0000025682
SHP0025683,ORD0025683,2,2,2018-09-10,2018-09-17,,TRK0000025683
SHP0025684,ORD0025684,10,1,2020-08-24,2020-08-30,2020-08-30,TRK0000025684
SHP0025685,ORD0025685,9,3,2021-08-17,2021-08-24,,TRK0000025685
SHP0025686,ORD0025686,1,1,2025-07-14,2025-07-21,2025-07-20,TRK0000025686
SHP0025687,ORD0025687,7,5,2022-04-05,2022-04-07,,TRK0000025687
SHP0025688,ORD0025688,8,1,2021-06-02,2021-06-04,2021-06-06,TRK0000025688
SHP0025689,ORD0025689,4,1,2024-05-20,2024-05-24,2024-05-24,TRK0000025689
SHP0025690,ORD0025690,5,1,2018-08-12,2018-08-18,2018-08-20,TRK0000025690
SHP0025691,ORD0025691,5,1,2019-12-20,2019-12-23,2019-12-25,TRK0000025691
SHP0025692,ORD0025692,8,1,2018-05-14,2018-05-18,2018-05-17,TRK0000025692
SHP0025693,ORD0025693,1,1,2018-04-19,2018-04-26,2018-04-25,TRK0000025693
SHP0025694,ORD0025694,4,2,2022-02-06,2022-02-12,,TRK0000025694
SHP0025695,ORD0025695,9,1,2024-07-27,2024-08-03,2024-08-02,TRK0000025695
SHP0025696,ORD0025696,3,1,2018-04-07,2018-04-09,2018-04-08,TRK0000025696
SHP0025697,ORD0025697,9,1,2024-01-03,2024-01-07,2024-01-09,TRK0000025697
SHP0025698,ORD0025698,5,4,2021-10-14,2021-10-16,,TRK0000025698
SHP0025699,ORD0025699,5,1,2021-05-21,2021-05-23,2021-05-22,TRK0000025699
SHP0025700,ORD0025700,9,1,2020-10-10,2020-10-13,2020-10-12,TRK0000025700
SHP0025701,ORD0025701,7,1,2020-04-17,2020-04-19,2020-04-21,TRK0000025701
SHP0025702,ORD0025702,8,1,2019-07-21,2019-07-28,2019-07-27,TRK0000025702
SHP0025703,ORD0025703,2,1,2022-09-29,2022-10-01,2022-10-02,TRK0000025703
SHP0025704,ORD0025704,7,2,2020-08-04,2020-08-09,,TRK0000025704
SHP0025705,ORD0025705,5,1,2023-03-09,2023-03-12,2023-03-11,TRK0000025705
SHP0025706,ORD0025706,7,1,2016-07-14,2016-07-16,2016-07-15,TRK0000025706
SHP0025707,ORD0025707,3,1,2025-10-02,2025-10-08,2025-10-08,TRK0000025707
SHP0025708,ORD0025708,7,1,2015-11-29,2015-12-04,2015-12-06,TRK0000025708
SHP0025709,ORD0025709,1,1,2025-03-17,2025-03-20,2025-03-21,TRK0000025709
SHP0025710,ORD0025710,1,1,2025-04-12,2025-04-16,2025-04-15,TRK0000025710
SHP0025711,ORD0025711,7,4,2023-07-21,2023-07-25,,TRK0000025711
SHP0025712,ORD0025712,6,1,2025-12-24,2025-12-27,2025-12-27,TRK0000025712
SHP0025713,ORD0025713,7,1,2018-02-18,2018-02-22,2018-02-21,TRK0000025713
SHP0025714,ORD0025714,10,3,2022-10-13,2022-10-19,,TRK0000025714
SHP0025715,ORD0025715,7,1,2024-01-21,2024-01-23,2024-01-23,TRK0000025715
SHP0025716,ORD0025716,9,1,2021-01-21,2021-01-28,2021-01-27,TRK0000025716
SHP0025717,ORD0025717,3,1,2015-05-26,2015-05-30,2015-06-01,TRK0000025717
SHP0025718,ORD0025718,7,1,2024-08-16,2024-08-18,2024-08-18,TRK0000025718
SHP0025719,ORD0025719,6,1,2023-11-24,2023-12-01,2023-12-03,TRK0000025719
SHP0025720,ORD0025720,8,1,2019-02-07,2019-02-10,2019-02-11,TRK0000025720
SHP0025721,ORD0025721,3,1,2015-07-03,2015-07-10,2015-07-10,TRK0000025721
SHP0025722,ORD0025722,3,4,2023-01-21,2023-01-26,,TRK0000025722
SHP0025723,ORD0025723,2,1,2017-09-13,2017-09-17,2017-09-18,TRK0000025723
SHP0025724,ORD0025724,3,1,2022-03-23,2022-03-26,2022-03-27,TRK0000025724
SHP0025725,ORD0025725,6,1,2016-02-02,2016-02-08,2016-02-09,TRK0000025725
SHP0025726,ORD0025726,10,1,2024-06-19,2024-06-25,2024-06-26,TRK0000025726
SHP0025727,ORD0025727,3,1,2019-04-13,2019-04-15,2019-04-15,TRK0000025727
SHP0025728,ORD0025728,3,2,2019-04-09,2019-04-11,,TRK0000025728
SHP0025729,ORD0025729,9,1,2023-11-01,2023-11-08,2023-11-08,TRK0000025729
SHP0025730,ORD0025730,2,1,2018-01-24,2018-01-30,2018-02-01,TRK0000025730
SHP0025731,ORD0025731,6,3,2025-01-13,2025-01-20,,TRK0000025731
SHP0025732,ORD0025732,4,1,2024-09-26,2024-10-01,2024-09-30,TRK0000025732
SHP0025733,ORD0025733,2,2,2026-03-05,2026-03-10,,TRK0000025733
SHP0025734,ORD0025734,9,1,2025-03-04,2025-03-10,2025-03-10,TRK0000025734
SHP0025735,ORD0025735,3,1,2026-06-22,2026-06-27,2026-06-26,TRK0000025735
SHP0025736,ORD0025736,8,3,2017-12-21,2017-12-23,,TRK0000025736
SHP0025737,ORD0025737,4,2,2018-09-12,2018-09-16,,TRK0000025737
SHP0025738,ORD0025738,9,1,2022-08-27,2022-08-30,2022-08-29,TRK0000025738
SHP0025739,ORD0025739,4,3,2022-02-23,2022-03-01,,TRK0000025739
SHP0025740,ORD0025740,9,1,2026-03-05,2026-03-11,2026-03-12,TRK0000025740
SHP0025741,ORD0025741,10,1,2017-05-10,2017-05-16,2017-05-16,TRK0000025741
SHP0025742,ORD0025742,7,1,2024-08-07,2024-08-09,2024-08-09,TRK0000025742
SHP0025743,ORD0025743,1,1,2019-11-22,2019-11-26,2019-11-27,TRK0000025743
SHP0025744,ORD0025744,1,1,2021-09-07,2021-09-13,2021-09-15,TRK0000025744
SHP0025745,ORD0025745,3,1,2018-10-05,2018-10-12,2018-10-13,TRK0000025745
SHP0025746,ORD0025746,5,1,2022-02-07,2022-02-10,2022-02-09,TRK0000025746
SHP0025747,ORD0025747,10,1,2020-01-23,2020-01-29,2020-01-31,TRK0000025747
SHP0025748,ORD0025748,1,1,2018-10-10,2018-10-12,2018-10-12,TRK0000025748
SHP0025749,ORD0025749,7,1,2025-04-21,2025-04-24,2025-04-23,TRK0000025749
SHP0025750,ORD0025750,7,1,2025-01-05,2025-01-12,2025-01-13,TRK0000025750
SHP0025751,ORD0025751,8,1,2023-05-25,2023-06-01,2023-06-02,TRK0000025751
SHP0025752,ORD0025752,8,4,2020-07-25,2020-08-01,,TRK0000025752
SHP0025753,ORD0025753,7,1,2019-03-21,2019-03-28,2019-03-30,TRK0000025753
SHP0025754,ORD0025754,4,1,2015-06-17,2015-06-23,2015-06-24,TRK0000025754
SHP0025755,ORD0025755,10,1,2022-07-04,2022-07-08,2022-07-09,TRK0000025755
SHP0025756,ORD0025756,8,1,2020-06-08,2020-06-13,2020-06-15,TRK0000025756
SHP0025757,ORD0025757,7,1,2021-01-17,2021-01-22,2021-01-22,TRK0000025757
SHP0025758,ORD0025758,4,1,2019-06-18,2019-06-25,2019-06-24,TRK0000025758
SHP0025759,ORD0025759,5,1,2025-02-27,2025-03-01,2025-02-28,TRK0000025759
SHP0025760,ORD0025760,7,1,2024-07-26,2024-08-02,2024-08-03,TRK0000025760
SHP0025761,ORD0025761,8,1,2019-04-26,2019-05-01,2019-04-30,TRK0000025761
SHP0025762,ORD0025762,9,2,2022-05-01,2022-05-06,,TRK0000025762
SHP0025763,ORD0025763,3,1,2015-05-20,2015-05-24,2015-05-23,TRK0000025763
SHP0025764,ORD0025764,8,1,2025-10-28,2025-10-30,2025-10-30,TRK0000025764
SHP0025765,ORD0025765,5,1,2020-07-07,2020-07-11,2020-07-13,TRK0000025765
SHP0025766,ORD0025766,10,1,2018-12-16,2018-12-20,2018-12-21,TRK0000025766
SHP0025767,ORD0025767,5,1,2021-03-20,2021-03-25,2021-03-25,TRK0000025767
SHP0025768,ORD0025768,3,1,2021-05-22,2021-05-28,2021-05-27,TRK0000025768
SHP0025769,ORD0025769,6,4,2021-09-10,2021-09-17,,TRK0000025769
SHP0025770,ORD0025770,6,1,2024-04-05,2024-04-11,2024-04-11,TRK0000025770
SHP0025771,ORD0025771,6,1,2019-09-15,2019-09-19,2019-09-18,TRK0000025771
SHP0025772,ORD0025772,8,1,2016-05-20,2016-05-25,2016-05-27,TRK0000025772
SHP0025773,ORD0025773,5,1,2016-12-02,2016-12-07,2016-12-09,TRK0000025773
SHP0025774,ORD0025774,4,1,2025-09-03,2025-09-09,2025-09-11,TRK0000025774
SHP0025775,ORD0025775,5,1,2020-02-05,2020-02-10,2020-02-12,TRK0000025775
SHP0025776,ORD0025776,9,1,2026-01-10,2026-01-15,2026-01-17,TRK0000025776
SHP0025777,ORD0025777,7,1,2024-11-24,2024-12-01,2024-12-01,TRK0000025777
SHP0025778,ORD0025778,6,1,2022-08-28,2022-08-31,2022-08-31,TRK0000025778
SHP0025779,ORD0025779,10,1,2020-11-08,2020-11-10,2020-11-12,TRK0000025779
SHP0025780,ORD0025780,8,1,2020-07-06,2020-07-13,2020-07-14,TRK0000025780
SHP0025781,ORD0025781,10,1,2022-01-19,2022-01-22,2022-01-24,TRK0000025781
SHP0025782,ORD0025782,2,3,2020-03-07,2020-03-13,,TRK0000025782
SHP0025783,ORD0025783,10,4,2016-08-18,2016-08-22,,TRK0000025783
SHP0025784,ORD0025784,10,1,2020-07-02,2020-07-08,2020-07-09,TRK0000025784
SHP0025785,ORD0025785,10,1,2024-07-15,2024-07-19,2024-07-19,TRK0000025785
SHP0025786,ORD0025786,3,1,2020-11-02,2020-11-08,2020-11-09,TRK0000025786
SHP0025787,ORD0025787,10,1,2020-12-31,2021-01-05,2021-01-04,TRK0000025787
SHP0025788,ORD0025788,8,2,2015-01-12,2015-01-16,,TRK0000025788
SHP0025789,ORD0025789,1,1,2019-09-29,2019-10-03,2019-10-05,TRK0000025789
SHP0025790,ORD0025790,8,1,2015-09-25,2015-09-29,2015-09-30,TRK0000025790
SHP0025791,ORD0025791,9,1,2026-03-26,2026-03-31,2026-04-01,TRK0000025791
SHP0025792,ORD0025792,1,1,2022-04-28,2022-04-30,2022-04-29,TRK0000025792
SHP0025793,ORD0025793,5,1,2017-09-12,2017-09-19,2017-09-20,TRK0000025793
SHP0025794,ORD0025794,6,1,2017-12-20,2017-12-24,2017-12-23,TRK0000025794
SHP0025795,ORD0025795,5,4,2018-12-15,2018-12-17,,TRK0000025795
SHP0025796,ORD0025796,3,1,2022-10-07,2022-10-09,2022-10-08,TRK0000025796
SHP0025797,ORD0025797,7,1,2022-03-07,2022-03-14,2022-03-13,TRK0000025797
SHP0025798,ORD0025798,1,1,2023-10-14,2023-10-21,2023-10-21,TRK0000025798
SHP0025799,ORD0025799,4,3,2021-08-06,2021-08-12,,TRK0000025799
SHP0025800,ORD0025800,2,1,2017-04-28,2017-05-02,2017-05-04,TRK0000025800
SHP0025801,ORD0025801,8,1,2015-04-16,2015-04-21,2015-04-23,TRK0000025801
SHP0025802,ORD0025802,9,1,2024-05-10,2024-05-16,2024-05-15,TRK0000025802
SHP0025803,ORD0025803,9,1,2015-01-05,2015-01-11,2015-01-11,TRK0000025803
SHP0025804,ORD0025804,8,1,2016-01-27,2016-02-02,2016-02-01,TRK0000025804
SHP0025805,ORD0025805,7,1,2026-06-21,2026-06-28,2026-06-30,TRK0000025805
SHP0025806,ORD0025806,8,1,2024-09-22,2024-09-26,2024-09-25,TRK0000025806
SHP0025807,ORD0025807,7,1,2017-10-03,2017-10-09,2017-10-08,TRK0000025807
SHP0025808,ORD0025808,3,3,2015-09-23,2015-09-25,,TRK0000025808
SHP0025809,ORD0025809,1,1,2016-12-27,2016-12-29,2016-12-29,TRK0000025809
SHP0025810,ORD0025810,2,3,2017-03-05,2017-03-12,,TRK0000025810
SHP0025811,ORD0025811,1,2,2016-10-02,2016-10-05,,TRK0000025811
SHP0025812,ORD0025812,1,1,2019-06-03,2019-06-06,2019-06-07,TRK0000025812
SHP0025813,ORD0025813,8,1,2017-11-10,2017-11-13,2017-11-12,TRK0000025813
SHP0025814,ORD0025814,8,1,2025-11-04,2025-11-08,2025-11-09,TRK0000025814
SHP0025815,ORD0025815,2,3,2019-01-03,2019-01-05,,TRK0000025815
SHP0025816,ORD0025816,1,1,2018-02-25,2018-03-04,2018-03-04,TRK0000025816
SHP0025817,ORD0025817,5,1,2025-12-20,2025-12-27,2025-12-26,TRK0000025817
SHP0025818,ORD0025818,4,1,2017-06-01,2017-06-06,2017-06-06,TRK0000025818
SHP0025819,ORD0025819,3,1,2015-12-25,2015-12-31,2016-01-02,TRK0000025819
SHP0025820,ORD0025820,3,1,2016-05-09,2016-05-11,2016-05-13,TRK0000025820
SHP0025821,ORD0025821,9,2,2019-06-06,2019-06-09,,TRK0000025821
SHP0025822,ORD0025822,3,1,2019-03-31,2019-04-04,2019-04-03,TRK0000025822
SHP0025823,ORD0025823,1,1,2021-06-18,2021-06-24,2021-06-24,TRK0000025823
SHP0025824,ORD0025824,4,1,2018-09-19,2018-09-23,2018-09-22,TRK0000025824
SHP0025825,ORD0025825,3,1,2023-04-10,2023-04-15,2023-04-14,TRK0000025825
SHP0025826,ORD0025826,8,1,2021-02-20,2021-02-25,2021-02-27,TRK0000025826
SHP0025827,ORD0025827,6,1,2022-06-26,2022-06-29,2022-07-01,TRK0000025827
SHP0025828,ORD0025828,1,1,2016-09-30,2016-10-06,2016-10-05,TRK0000025828
SHP0025829,ORD0025829,7,3,2018-05-11,2018-05-17,,TRK0000025829
SHP0025830,ORD0025830,2,1,2026-04-22,2026-04-27,2026-04-26,TRK0000025830
SHP0025831,ORD0025831,9,1,2026-01-03,2026-01-05,2026-01-05,TRK0000025831
SHP0025832,ORD0025832,9,1,2025-08-09,2025-08-16,2025-08-17,TRK0000025832
SHP0025833,ORD0025833,9,1,2019-10-03,2019-10-08,2019-10-08,TRK0000025833
SHP0025834,ORD0025834,8,1,2026-03-17,2026-03-22,2026-03-24,TRK0000025834
SHP0025835,ORD0025835,8,1,2020-12-27,2020-12-30,2021-01-01,TRK0000025835
SHP0025836,ORD0025836,8,1,2023-12-12,2023-12-18,2023-12-18,TRK0000025836
SHP0025837,ORD0025837,6,1,2022-01-25,2022-01-27,2022-01-28,TRK0000025837
SHP0025838,ORD0025838,9,1,2017-04-09,2017-04-16,2017-04-17,TRK0000025838
SHP0025839,ORD0025839,4,2,2015-12-25,2015-12-29,,TRK0000025839
SHP0025840,ORD0025840,3,1,2019-09-09,2019-09-14,2019-09-16,TRK0000025840
SHP0025841,ORD0025841,6,1,2021-08-12,2021-08-15,2021-08-14,TRK0000025841
SHP0025842,ORD0025842,9,2,2023-07-11,2023-07-13,,TRK0000025842
SHP0025843,ORD0025843,10,1,2019-05-14,2019-05-16,2019-05-18,TRK0000025843
SHP0025844,ORD0025844,10,1,2023-01-07,2023-01-13,2023-01-15,TRK0000025844
SHP0025845,ORD0025845,5,1,2017-08-20,2017-08-26,2017-08-27,TRK0000025845
SHP0025846,ORD0025846,9,1,2019-12-17,2019-12-21,2019-12-23,TRK0000025846
SHP0025847,ORD0025847,8,1,2022-08-19,2022-08-26,2022-08-26,TRK0000025847
SHP0025848,ORD0025848,3,1,2022-04-15,2022-04-17,2022-04-17,TRK0000025848
SHP0025849,ORD0025849,5,1,2018-07-08,2018-07-12,2018-07-14,TRK0000025849
SHP0025850,ORD0025850,9,1,2015-12-22,2015-12-24,2015-12-23,TRK0000025850
SHP0025851,ORD0025851,5,1,2018-03-15,2018-03-17,2018-03-19,TRK0000025851
SHP0025852,ORD0025852,1,5,2025-07-26,2025-07-31,,TRK0000025852
SHP0025853,ORD0025853,2,1,2022-03-26,2022-04-01,2022-04-01,TRK0000025853
SHP0025854,ORD0025854,10,1,2023-03-07,2023-03-12,2023-03-14,TRK0000025854
SHP0025855,ORD0025855,4,4,2021-03-29,2021-03-31,,TRK0000025855
SHP0025856,ORD0025856,7,1,2015-11-04,2015-11-06,2015-11-07,TRK0000025856
SHP0025857,ORD0025857,1,1,2024-11-14,2024-11-17,2024-11-16,TRK0000025857
SHP0025858,ORD0025858,1,1,2019-12-23,2019-12-28,2019-12-30,TRK0000025858
SHP0025859,ORD0025859,9,1,2020-06-06,2020-06-08,2020-06-07,TRK0000025859
SHP0025860,ORD0025860,4,1,2016-03-22,2016-03-24,2016-03-23,TRK0000025860
SHP0025861,ORD0025861,1,1,2017-01-21,2017-01-23,2017-01-25,TRK0000025861
SHP0025862,ORD0025862,7,3,2018-11-24,2018-11-26,,TRK0000025862
SHP0025863,ORD0025863,6,1,2024-07-29,2024-08-05,2024-08-07,TRK0000025863
SHP0025864,ORD0025864,6,3,2017-07-20,2017-07-24,,TRK0000025864
SHP0025865,ORD0025865,2,1,2020-09-27,2020-10-03,2020-10-04,TRK0000025865
SHP0025866,ORD0025866,4,1,2022-03-30,2022-04-03,2022-04-02,TRK0000025866
SHP0025867,ORD0025867,7,1,2021-03-12,2021-03-19,2021-03-18,TRK0000025867
SHP0025868,ORD0025868,5,3,2019-08-31,2019-09-04,,TRK0000025868
SHP0025869,ORD0025869,5,2,2024-08-25,2024-08-27,,TRK0000025869
SHP0025870,ORD0025870,8,1,2021-03-11,2021-03-18,2021-03-19,TRK0000025870
SHP0025871,ORD0025871,5,4,2018-08-14,2018-08-17,,TRK0000025871
SHP0025872,ORD0025872,9,1,2018-03-05,2018-03-10,2018-03-10,TRK0000025872
SHP0025873,ORD0025873,1,1,2018-05-18,2018-05-21,2018-05-21,TRK0000025873
SHP0025874,ORD0025874,5,1,2020-01-28,2020-01-30,2020-02-01,TRK0000025874
SHP0025875,ORD0025875,2,1,2017-05-23,2017-05-27,2017-05-26,TRK0000025875
SHP0025876,ORD0025876,3,1,2024-07-22,2024-07-29,2024-07-31,TRK0000025876
SHP0025877,ORD0025877,10,1,2018-06-30,2018-07-03,2018-07-02,TRK0000025877
SHP0025878,ORD0025878,7,1,2024-05-28,2024-06-03,2024-06-02,TRK0000025878
SHP0025879,ORD0025879,9,1,2018-04-29,2018-05-01,2018-05-01,TRK0000025879
SHP0025880,ORD0025880,3,1,2020-03-28,2020-03-30,2020-03-30,TRK0000025880
SHP0025881,ORD0025881,8,1,2022-11-01,2022-11-03,2022-11-03,TRK0000025881
SHP0025882,ORD0025882,8,1,2020-06-04,2020-06-09,2020-06-11,TRK0000025882
SHP0025883,ORD0025883,10,1,2026-01-08,2026-01-12,2026-01-14,TRK0000025883
SHP0025884,ORD0025884,3,1,2023-08-01,2023-08-07,2023-08-08,TRK0000025884
SHP0025885,ORD0025885,7,1,2020-12-31,2021-01-02,2021-01-01,TRK0000025885
SHP0025886,ORD0025886,1,1,2020-10-13,2020-10-15,2020-10-16,TRK0000025886
SHP0025887,ORD0025887,2,1,2015-05-06,2015-05-10,2015-05-12,TRK0000025887
SHP0025888,ORD0025888,5,1,2026-06-17,2026-06-23,2026-06-24,TRK0000025888
SHP0025889,ORD0025889,2,1,2021-07-26,2021-07-31,2021-07-30,TRK0000025889
SHP0025890,ORD0025890,7,1,2024-07-21,2024-07-28,2024-07-27,TRK0000025890
SHP0025891,ORD0025891,8,1,2015-08-29,2015-09-02,2015-09-03,TRK0000025891
SHP0025892,ORD0025892,10,1,2024-11-15,2024-11-21,2024-11-21,TRK0000025892
SHP0025893,ORD0025893,6,1,2024-03-02,2024-03-09,2024-03-10,TRK0000025893
SHP0025894,ORD0025894,6,1,2019-09-30,2019-10-07,2019-10-07,TRK0000025894
SHP0025895,ORD0025895,10,1,2015-06-07,2015-06-09,2015-06-09,TRK0000025895
SHP0025896,ORD0025896,3,1,2023-03-11,2023-03-17,2023-03-19,TRK0000025896
SHP0025897,ORD0025897,3,1,2024-04-07,2024-04-10,2024-04-09,TRK0000025897
SHP0025898,ORD0025898,8,3,2016-09-13,2016-09-15,,TRK0000025898
SHP0025899,ORD0025899,10,1,2025-08-15,2025-08-17,2025-08-17,TRK0000025899
SHP0025900,ORD0025900,2,3,2023-12-26,2024-01-01,,TRK0000025900
SHP0025901,ORD0025901,1,1,2025-03-10,2025-03-13,2025-03-14,TRK0000025901
SHP0025902,ORD0025902,5,1,2024-07-15,2024-07-20,2024-07-22,TRK0000025902
SHP0025903,ORD0025903,2,1,2017-04-30,2017-05-03,2017-05-02,TRK0000025903
SHP0025904,ORD0025904,9,1,2017-02-25,2017-03-04,2017-03-03,TRK0000025904
SHP0025905,ORD0025905,1,1,2025-06-24,2025-06-26,2025-06-26,TRK0000025905
SHP0025906,ORD0025906,4,1,2022-04-26,2022-05-02,2022-05-02,TRK0000025906
SHP0025907,ORD0025907,9,3,2019-12-18,2019-12-22,,TRK0000025907
SHP0025908,ORD0025908,8,1,2026-02-12,2026-02-18,2026-02-19,TRK0000025908
SHP0025909,ORD0025909,1,1,2022-11-22,2022-11-24,2022-11-24,TRK0000025909
SHP0025910,ORD0025910,7,1,2024-01-13,2024-01-20,2024-01-20,TRK0000025910
SHP0025911,ORD0025911,1,1,2018-11-08,2018-11-11,2018-11-13,TRK0000025911
SHP0025912,ORD0025912,10,1,2015-02-19,2015-02-25,2015-02-24,TRK0000025912
SHP0025913,ORD0025913,10,1,2022-05-05,2022-05-10,2022-05-09,TRK0000025913
SHP0025914,ORD0025914,10,2,2018-11-06,2018-11-08,,TRK0000025914
SHP0025915,ORD0025915,5,1,2019-05-30,2019-06-03,2019-06-04,TRK0000025915
SHP0025916,ORD0025916,10,1,2020-02-12,2020-02-17,2020-02-17,TRK0000025916
SHP0025917,ORD0025917,3,1,2018-01-22,2018-01-27,2018-01-26,TRK0000025917
SHP0025918,ORD0025918,6,1,2022-04-24,2022-04-29,2022-04-30,TRK0000025918
SHP0025919,ORD0025919,1,2,2015-08-03,2015-08-09,,TRK0000025919
SHP0025920,ORD0025920,2,3,2017-06-06,2017-06-08,,TRK0000025920
SHP0025921,ORD0025921,5,1,2023-05-25,2023-05-30,2023-05-31,TRK0000025921
SHP0025922,ORD0025922,3,1,2021-10-13,2021-10-18,2021-10-17,TRK0000025922
SHP0025923,ORD0025923,1,1,2023-07-27,2023-07-29,2023-07-28,TRK0000025923
SHP0025924,ORD0025924,5,1,2018-12-21,2018-12-28,2018-12-28,TRK0000025924
SHP0025925,ORD0025925,5,1,2020-09-23,2020-09-29,2020-09-30,TRK0000025925
SHP0025926,ORD0025926,3,1,2017-09-09,2017-09-11,2017-09-10,TRK0000025926
SHP0025927,ORD0025927,9,1,2015-09-10,2015-09-17,2015-09-17,TRK0000025927
SHP0025928,ORD0025928,4,1,2016-01-16,2016-01-22,2016-01-24,TRK0000025928
SHP0025929,ORD0025929,1,1,2024-03-31,2024-04-02,2024-04-02,TRK0000025929
SHP0025930,ORD0025930,4,1,2018-05-23,2018-05-30,2018-05-31,TRK0000025930
SHP0025931,ORD0025931,6,1,2021-05-27,2021-06-02,2021-06-04,TRK0000025931
SHP0025932,ORD0025932,1,3,2017-07-11,2017-07-18,,TRK0000025932
SHP0025933,ORD0025933,6,1,2018-04-13,2018-04-18,2018-04-17,TRK0000025933
SHP0025934,ORD0025934,2,1,2016-03-11,2016-03-18,2016-03-19,TRK0000025934
SHP0025935,ORD0025935,5,1,2023-10-20,2023-10-24,2023-10-26,TRK0000025935
SHP0025936,ORD0025936,8,1,2018-06-08,2018-06-10,2018-06-09,TRK0000025936
SHP0025937,ORD0025937,9,1,2019-10-18,2019-10-20,2019-10-20,TRK0000025937
SHP0025938,ORD0025938,10,1,2015-09-22,2015-09-24,2015-09-26,TRK0000025938
SHP0025939,ORD0025939,4,1,2017-09-18,2017-09-20,2017-09-20,TRK0000025939
SHP0025940,ORD0025940,5,1,2015-07-22,2015-07-26,2015-07-27,TRK0000025940
SHP0025941,ORD0025941,2,1,2017-11-19,2017-11-21,2017-11-23,TRK0000025941
SHP0025942,ORD0025942,10,1,2016-10-23,2016-10-26,2016-10-25,TRK0000025942
SHP0025943,ORD0025943,1,1,2025-04-14,2025-04-16,2025-04-18,TRK0000025943
SHP0025944,ORD0025944,3,1,2018-10-19,2018-10-26,2018-10-26,TRK0000025944
SHP0025945,ORD0025945,3,1,2015-08-04,2015-08-06,2015-08-05,TRK0000025945
