ReturnID,OrderItemID,ReturnReasonID,ReturnDate,ReturnCondition
RET0003504,OI00051156,17,2020-12-08,Sealed
RET0003505,OI00051163,7,2025-12-11,Damaged
RET0003506,OI00051165,3,2021-03-20,Opened
RET0003507,OI00051179,5,2023-06-29,Opened
RET0003508,OI00051189,7,2016-03-10,Opened
RET0003509,OI00051212,8,2016-09-16,Damaged
RET0003510,OI00051214,16,2021-02-04,Sealed
RET0003511,OI00051223,7,2019-09-02,Damaged
RET0003512,OI00051225,11,2025-06-21,Sealed
RET0003513,OI00051234,12,2023-07-14,Sealed
RET0003514,OI00051245,1,2020-01-24,Defective
RET0003515,OI00051253,15,2021-12-22,Defective
RET0003516,OI00051264,1,2017-02-19,Damaged
RET0003517,OI00051286,11,2024-07-13,Sealed
RET0003518,OI00051311,10,2015-03-27,Defective
RET0003519,OI00051326,14,2020-11-14,Sealed
RET0003520,OI00051329,11,2022-08-29,Sealed
RET0003521,OI00051360,11,2025-03-22,Opened
RET0003522,OI00051386,8,2020-02-25,Opened
RET0003523,OI00051398,6,2024-02-03,Damaged
RET0003524,OI00051408,1,2023-12-22,Opened
RET0003525,OI00051424,2,2026-04-23,Damaged
RET0003526,OI00051427,7,2015-02-10,Defective
RET0003527,OI00051430,12,2015-02-05,Sealed
RET0003528,OI00051439,9,2015-04-14,Damaged
RET0003529,OI00051454,1,2023-12-20,Sealed
RET0003530,OI00051479,14,2022-08-05,Sealed
RET0003531,OI00051513,10,2021-01-02,Opened
RET0003532,OI00051541,17,2024-06-21,Sealed
RET0003533,OI00051569,5,2016-03-18,Opened
RET0003534,OI00051585,7,2024-01-31,Opened
RET0003535,OI00051592,6,2018-09-21,Sealed
RET0003536,OI00051606,14,2025-11-23,Damaged
RET0003537,OI00051609,14,2015-05-30,Damaged
RET0003538,OI00051622,9,2015-02-21,Opened
RET0003539,OI00051637,11,2023-04-14,Sealed
RET0003540,OI00051651,7,2017-03-08,Sealed
RET0003541,OI00051713,16,2016-05-16,Damaged
RET0003542,OI00051717,16,2016-05-09,Damaged
RET0003543,OI00051730,11,2020-06-27,Opened
RET0003544,OI00051747,3,2015-06-11,Sealed
RET0003545,OI00051755,4,2022-01-02,Sealed
RET0003546,OI00051758,3,2016-01-03,Opened
RET0003547,OI00051760,1,2019-05-29,Opened
RET0003548,OI00051808,3,2016-06-13,Opened
RET0003549,OI00051814,17,2024-07-02,Defective
RET0003550,OI00051816,2,2018-11-04,Sealed
RET0003551,OI00051820,12,2016-08-10,Sealed
RET0003552,OI00051827,17,2016-10-15,Opened
RET0003553,OI00051832,3,2025-11-08,Opened
RET0003554,OI00051843,10,2017-10-07,Defective
RET0003555,OI00051845,11,2022-06-10,Defective
RET0003556,OI00051846,17,2022-06-13,Damaged
RET0003557,OI00051878,7,2022-04-09,Opened
RET0003558,OI00051888,8,2025-06-29,Defective
RET0003559,OI00051895,11,2023-11-13,Opened
RET0003560,OI00051908,10,2022-12-31,Opened
RET0003561,OI00051933,14,2021-01-19,Damaged
RET0003562,OI00051940,5,2018-04-08,Sealed
RET0003563,OI00051946,9,2020-03-30,Damaged
RET0003564,OI00051968,16,2022-04-22,Damaged
RET0003565,OI00051980,4,2017-05-28,Opened
RET0003566,OI00051981,4,2015-07-31,Opened
RET0003567,OI00051993,13,2015-10-10,Damaged
RET0003568,OI00051995,7,2015-10-14,Defective
RET0003569,OI00052034,13,2020-12-27,Sealed
RET0003570,OI00052040,15,2025-01-26,Opened
RET0003571,OI00052042,4,2022-04-03,Opened
RET0003572,OI00052051,1,2017-07-15,Damaged
RET0003573,OI00052056,9,2017-08-14,Opened
RET0003574,OI00052065,6,2015-02-13,Defective
RET0003575,OI00052074,15,2018-06-11,Opened
RET0003576,OI00052079,15,2021-08-23,Sealed
RET0003577,OI00052094,8,2021-09-21,Damaged
RET0003578,OI00052109,13,2025-04-25,Damaged
RET0003579,OI00052122,13,2025-12-11,Damaged
RET0003580,OI00052148,10,2021-08-03,Opened
RET0003581,OI00052160,3,2024-06-29,Damaged
RET0003582,OI00052196,17,2018-04-09,Opened
RET0003583,OI00052197,14,2018-04-21,Sealed
RET0003584,OI00052205,5,2020-01-17,Opened
RET0003585,OI00052206,18,2020-01-17,Damaged
RET0003586,OI00052208,17,2024-04-11,Sealed
RET0003587,OI00052212,3,2023-01-02,Opened
RET0003588,OI00052230,5,2023-05-23,Damaged
RET0003589,OI00052235,8,2018-12-09,Sealed
RET0003590,OI00052253,9,2023-03-29,Defective
RET0003591,OI00052258,4,2019-11-21,Defective
RET0003592,OI00052259,2,2019-10-21,Opened
RET0003593,OI00052261,16,2024-10-30,Sealed
RET0003594,OI00052276,7,2023-12-11,Sealed
RET0003595,OI00052279,5,2018-03-29,Opened
RET0003596,OI00052294,6,2022-10-25,Opened
RET0003597,OI00052313,4,2017-12-19,Opened
RET0003598,OI00052314,5,2024-05-11,Damaged
RET0003599,OI00052315,18,2024-05-14,Defective
RET0003600,OI00052339,12,2015-01-31,Opened
RET0003601,OI00052350,6,2017-11-06,Opened
RET0003602,OI00052352,5,2024-12-17,Damaged
RET0003603,OI00052378,5,2023-10-02,Opened
RET0003604,OI00052389,5,2020-06-26,Opened
RET0003605,OI00052407,9,2020-01-24,Opened
RET0003606,OI00052415,4,2019-11-01,Opened
RET0003607,OI00052417,1,2017-03-10,Sealed
RET0003608,OI00052425,11,2020-03-05,Opened
RET0003609,OI00052434,12,2024-11-18,Damaged
RET0003610,OI00052449,2,2018-10-20,Defective
RET0003611,OI00052473,11,2017-11-29,Opened
RET0003612,OI00052486,14,2018-12-02,Opened
RET0003613,OI00052491,15,2020-02-16,Damaged
RET0003614,OI00052493,6,2020-12-17,Defective
RET0003615,OI00052510,2,2024-06-22,Opened
RET0003616,OI00052514,1,2024-10-24,Opened
RET0003617,OI00052524,5,2018-05-27,Opened
RET0003618,OI00052538,6,2025-02-27,Opened
RET0003619,OI00052564,15,2021-08-31,Sealed
RET0003620,OI00052588,1,2019-04-27,Opened
RET0003621,OI00052616,4,2022-01-08,Sealed
RET0003622,OI00052618,12,2022-01-11,Opened
RET0003623,OI00052624,5,2023-03-10,Sealed
RET0003624,OI00052632,18,2015-06-03,Sealed
RET0003625,OI00052657,7,2018-10-17,Damaged
RET0003626,OI00052710,10,2026-08-08,Sealed
RET0003627,OI00052719,8,2023-02-10,Opened
RET0003628,OI00052729,2,2021-04-28,Damaged
RET0003629,OI00052745,1,2023-01-29,Defective
RET0003630,OI00052750,4,2025-09-06,Opened
RET0003631,OI00052751,17,2018-04-20,Opened
RET0003632,OI00052761,4,2019-10-28,Defective
RET0003633,OI00052762,9,2019-11-02,Defective
RET0003634,OI00052822,6,2025-10-01,Sealed
RET0003635,OI00052841,13,2020-12-31,Damaged
RET0003636,OI00052844,3,2022-05-28,Sealed
RET0003637,OI00052867,7,2024-05-17,Damaged
RET0003638,OI00052873,3,2026-07-25,Opened
RET0003639,OI00052899,15,2024-03-03,Opened
RET0003640,OI00052900,10,2024-02-22,Opened
RET0003641,OI00052917,17,2026-06-05,Defective
RET0003642,OI00052935,18,2018-04-03,Sealed
RET0003643,OI00052937,18,2018-06-12,Sealed
RET0003644,OI00052975,7,2021-10-03,Opened
RET0003645,OI00052998,7,2022-11-16,Defective
RET0003646,OI00053037,3,2021-09-07,Sealed
RET0003647,OI00053042,16,2025-07-01,Damaged
RET0003648,OI00053048,14,2021-03-23,Defective
RET0003649,OI00053086,9,2025-01-08,Sealed
RET0003650,OI00053100,2,2022-11-02,Sealed
RET0003651,OI00053110,12,2026-06-09,Damaged
RET0003652,OI00053111,8,2026-06-05,Sealed
RET0003653,OI00053118,7,2026-07-14,Defective
RET0003654,OI00053134,12,2016-05-05,Defective
RET0003655,OI00053143,14,2025-11-18,Damaged
RET0003656,OI00053147,18,2018-10-06,Opened
RET0003657,OI00053149,1,2018-10-06,Sealed
RET0003658,OI00053155,13,2025-04-24,Sealed
RET0003659,OI00053170,18,2020-01-08,Defective
RET0003660,OI00053196,1,2022-04-02,Defective
RET0003661,OI00053209,17,2023-05-14,Sealed
RET0003662,OI00053217,12,2015-05-22,Opened
RET0003663,OI00053235,8,2019-04-15,Opened
RET0003664,OI00053260,6,2015-03-28,Damaged
RET0003665,OI00053274,4,2022-07-21,Opened
RET0003666,OI00053281,8,2024-03-03,Damaged
RET0003667,OI00053298,6,2022-02-20,Sealed
RET0003668,OI00053314,15,2019-02-15,Damaged
RET0003669,OI00053326,2,2017-12-21,Damaged
RET0003670,OI00053329,4,2020-03-17,Damaged
RET0003671,OI00053331,17,2023-09-22,Opened
RET0003672,OI00053336,11,2017-06-09,Damaged
RET0003673,OI00053379,16,2023-07-13,Opened
RET0003674,OI00053404,2,2017-07-22,Opened
RET0003675,OI00053415,11,2018-01-22,Opened
RET0003676,OI00053417,2,2019-05-09,Damaged
RET0003677,OI00053456,15,2024-01-30,Sealed
RET0003678,OI00053473,16,2022-09-16,Damaged
RET0003679,OI00053489,9,2016-02-28,Opened
RET0003680,OI00053499,6,2017-01-26,Opened
RET0003681,OI00053505,2,2020-10-05,Damaged
RET0003682,OI00053513,13,2020-11-17,Sealed
RET0003683,OI00053518,5,2026-01-18,Sealed
RET0003684,OI00053549,4,2016-02-20,Opened
RET0003685,OI00053552,17,2026-07-29,Defective
RET0003686,OI00053554,13,2019-03-07,Sealed
RET0003687,OI00053566,18,2018-03-28,Damaged
RET0003688,OI00053586,17,2020-05-23,Damaged
RET0003689,OI00053613,3,2022-03-05,Opened
RET0003690,OI00053616,17,2026-04-13,Opened
RET0003691,OI00053624,11,2019-02-19,Opened
RET0003692,OI00053643,6,2026-06-18,Opened
RET0003693,OI00053645,9,2026-06-25,Damaged
RET0003694,OI00053659,5,2023-07-22,Opened
RET0003695,OI00053663,12,2017-04-28,Sealed
RET0003696,OI00053668,12,2018-06-18,Defective
RET0003697,OI00053671,18,2024-10-26,Opened
RET0003698,OI00053677,4,2023-06-23,Damaged
RET0003699,OI00053678,18,2015-08-06,Opened
RET0003700,OI00053684,15,2024-08-26,Defective
RET0003701,OI00053685,3,2024-08-30,Damaged
RET0003702,OI00053701,17,2021-05-23,Opened
RET0003703,OI00053712,10,2025-06-10,Damaged
RET0003704,OI00053714,9,2026-03-26,Damaged
RET0003705,OI00053719,8,2020-07-24,Opened
RET0003706,OI00053730,16,2019-04-15,Opened
RET0003707,OI00053731,14,2024-08-03,Damaged
RET0003708,OI00053781,14,2025-11-06,Opened
RET0003709,OI00053785,16,2017-11-21,Opened
RET0003710,OI00053788,6,2017-03-10,Damaged
RET0003711,OI00053794,5,2017-10-26,Damaged
RET0003712,OI00053815,4,2026-01-18,Defective
RET0003713,OI00053820,14,2021-12-07,Damaged
RET0003714,OI00053835,18,2022-07-10,Sealed
RET0003715,OI00053861,3,2017-05-16,Damaged
RET0003716,OI00053864,6,2019-07-15,Opened
RET0003717,OI00053868,8,2023-08-16,Opened
RET0003718,OI00053936,2,2024-04-08,Defective
RET0003719,OI00053960,16,2023-08-17,Opened
RET0003720,OI00053976,5,2015-10-30,Opened
RET0003721,OI00054016,10,2018-08-11,Sealed
RET0003722,OI00054018,10,2022-05-22,Opened
RET0003723,OI00054025,6,2026-03-19,Defective
RET0003724,OI00054030,16,2020-05-03,Sealed
RET0003725,OI00054038,1,2017-01-24,Sealed
RET0003726,OI00054049,14,2019-09-26,Opened
RET0003727,OI00054064,3,2019-04-16,Defective
RET0003728,OI00054079,16,2019-05-08,Damaged
RET0003729,OI00054082,6,2019-05-06,Sealed
RET0003730,OI00054089,16,2016-01-07,Defective
RET0003731,OI00054099,11,2017-12-05,Opened
RET0003732,OI00054119,16,2022-03-13,Damaged
RET0003733,OI00054123,14,2018-11-27,Defective
RET0003734,OI00054136,7,2015-12-07,Sealed
RET0003735,OI00054153,12,2021-05-22,Opened
RET0003736,OI00054172,10,2023-05-20,Opened
RET0003737,OI00054184,2,2024-10-16,Sealed
RET0003738,OI00054191,14,2021-03-10,Damaged
RET0003739,OI00054209,15,2024-06-27,Defective
RET0003740,OI00054213,10,2019-06-14,Damaged
RET0003741,OI00054229,18,2018-04-25,Damaged
RET0003742,OI00054231,9,2020-09-22,Damaged
RET0003743,OI00054239,9,2024-10-03,Opened
RET0003744,OI00054252,16,2020-05-08,Sealed
RET0003745,OI00054262,10,2019-09-10,Opened
RET0003746,OI00054269,6,2019-07-08,Opened
RET0003747,OI00054300,14,2020-10-26,Opened
RET0003748,OI00054324,6,2021-07-22,Opened
RET0003749,OI00054330,16,2016-04-23,Sealed
RET0003750,OI00054351,6,2020-04-10,Sealed
RET0003751,OI00054370,12,2021-05-16,Sealed
RET0003752,OI00054386,16,2015-10-23,Opened
RET0003753,OI00054396,6,2021-07-28,Sealed
RET0003754,OI00054421,8,2024-09-13,Defective
RET0003755,OI00054454,18,2021-09-25,Defective
RET0003756,OI00054473,17,2025-07-01,Damaged
RET0003757,OI00054490,14,2024-10-10,Damaged
RET0003758,OI00054498,2,2015-10-02,Defective
RET0003759,OI00054506,6,2017-11-05,Damaged
RET0003760,OI00054511,15,2015-11-16,Damaged
RET0003761,OI00054559,8,2025-04-24,Sealed
RET0003762,OI00054575,1,2023-07-26,Damaged
RET0003763,OI00054584,14,2021-04-15,Sealed
RET0003764,OI00054588,14,2026-02-21,Opened
RET0003765,OI00054594,13,2025-07-23,Defective
RET0003766,OI00054606,14,2017-08-26,Sealed
RET0003767,OI00054608,6,2026-07-06,Sealed
RET0003768,OI00054627,15,2023-11-29,Sealed
RET0003769,OI00054632,14,2021-11-17,Damaged
RET0003770,OI00054649,10,2018-05-11,Defective
RET0003771,OI00054686,5,2019-12-24,Defective
RET0003772,OI00054691,8,2019-07-30,Damaged
RET0003773,OI00054725,15,2024-10-30,Defective
RET0003774,OI00054772,15,2019-02-13,Opened
RET0003775,OI00054805,8,2017-08-14,Defective
RET0003776,OI00054818,13,2026-06-21,Damaged
RET0003777,OI00054865,4,2023-02-28,Opened
RET0003778,OI00054882,6,2022-06-10,Defective
RET0003779,OI00054885,11,2026-08-11,Defective
RET0003780,OI00054893,2,2015-08-13,Opened
RET0003781,OI00054901,16,2021-02-18,Damaged
RET0003782,OI00054903,12,2019-10-27,Sealed
RET0003783,OI00054905,6,2018-08-24,Damaged
RET0003784,OI00054930,7,2025-10-04,Defective
RET0003785,OI00054945,12,2023-09-11,Sealed
RET0003786,OI00054972,13,2020-07-31,Sealed
RET0003787,OI00054976,10,2021-12-06,Opened
RET0003788,OI00054988,12,2025-07-06,Opened
RET0003789,OI00054990,15,2022-03-08,Opened
RET0003790,OI00055005,8,2020-02-14,Damaged
RET0003791,OI00055021,6,2021-12-05,Sealed
RET0003792,OI00055038,14,2020-10-27,Damaged
RET0003793,OI00055072,15,2022-04-19,Sealed
RET0003794,OI00055089,13,2023-12-10,Opened
RET0003795,OI00055137,12,2015-08-07,Damaged
RET0003796,OI00055146,6,2019-01-24,Defective
RET0003797,OI00055163,1,2018-09-08,Sealed
RET0003798,OI00055165,11,2020-05-28,Sealed
RET0003799,OI00055168,6,2024-07-09,Damaged
RET0003800,OI00055170,6,2019-08-02,Opened
RET0003801,OI00055172,15,2019-07-25,Opened
RET0003802,OI00055174,11,2018-09-25,Defective
RET0003803,OI00055177,11,2018-09-21,Opened
RET0003804,OI00055184,14,2020-07-29,Defective
RET0003805,OI00055213,15,2026-01-20,Sealed
RET0003806,OI00055222,8,2021-03-07,Sealed
RET0003807,OI00055225,6,2021-03-05,Opened
RET0003808,OI00055236,11,2026-07-07,Opened
RET0003809,OI00055240,6,2024-03-29,Opened
RET0003810,OI00055259,11,2018-01-28,Sealed
RET0003811,OI00055273,16,2021-03-03,Sealed
RET0003812,OI00055277,13,2025-03-17,Defective
RET0003813,OI00055296,9,2020-05-04,Damaged
RET0003814,OI00055301,12,2022-02-19,Opened
RET0003815,OI00055346,5,2020-12-23,Opened
RET0003816,OI00055347,7,2019-12-26,Damaged
RET0003817,OI00055348,1,2019-12-16,Sealed
RET0003818,OI00055366,16,2017-04-23,Opened
RET0003819,OI00055375,14,2020-04-17,Opened
RET0003820,OI00055394,16,2025-08-09,Damaged
RET0003821,OI00055400,8,2025-11-21,Damaged
RET0003822,OI00055401,1,2025-11-22,Opened
RET0003823,OI00055407,11,2020-02-20,Sealed
RET0003824,OI00055410,2,2016-04-06,Sealed
RET0003825,OI00055432,3,2015-10-25,Damaged
RET0003826,OI00055443,9,2018-04-01,Opened
RET0003827,OI00055444,7,2018-04-10,Defective
RET0003828,OI00055483,4,2018-01-07,Defective
RET0003829,OI00055497,4,2025-01-21,Damaged
RET0003830,OI00055508,12,2020-04-11,Damaged
RET0003831,OI00055521,15,2022-04-16,Defective
RET0003832,OI00055524,11,2015-01-23,Opened
RET0003833,OI00055529,7,2023-06-08,Defective
RET0003834,OI00055539,15,2020-01-23,Opened
RET0003835,OI00055553,6,2024-03-02,Opened
RET0003836,OI00055572,2,2020-05-02,Opened
RET0003837,OI00055585,7,2015-12-12,Opened
RET0003838,OI00055594,14,2023-02-19,Sealed
RET0003839,OI00055603,15,2016-06-28,Damaged
RET0003840,OI00055604,4,2016-06-28,Opened
RET0003841,OI00055608,17,2022-04-27,Opened
RET0003842,OI00055629,13,2019-10-26,Sealed
RET0003843,OI00055647,12,2022-06-18,Sealed
RET0003844,OI00055733,2,2024-04-21,Damaged
RET0003845,OI00055801,2,2020-06-07,Damaged
RET0003846,OI00055827,16,2020-11-22,Opened
RET0003847,OI00055866,6,2016-04-05,Sealed
RET0003848,OI00055874,5,2016-08-24,Sealed
RET0003849,OI00055887,9,2020-08-03,Opened
RET0003850,OI00055888,1,2020-08-02,Defective
RET0003851,OI00055911,17,2022-01-23,Opened
RET0003852,OI00055934,16,2022-02-05,Sealed
RET0003853,OI00055936,12,2024-11-18,Defective
RET0003854,OI00055944,4,2026-04-04,Opened
RET0003855,OI00055973,13,2021-12-11,Defective
RET0003856,OI00055976,7,2018-03-18,Opened
RET0003857,OI00055984,17,2016-03-14,Damaged
RET0003858,OI00055999,6,2021-11-29,Defective
RET0003859,OI00056007,7,2017-06-28,Opened
RET0003860,OI00056011,2,2019-08-25,Defective
RET0003861,OI00056019,7,2024-03-17,Opened
RET0003862,OI00056024,11,2019-12-07,Opened
RET0003863,OI00056025,10,2019-01-21,Sealed
RET0003864,OI00056043,8,2018-08-04,Opened
RET0003865,OI00056048,6,2020-03-25,Sealed
RET0003866,OI00056078,18,2025-10-06,Sealed
RET0003867,OI00056083,16,2025-02-10,Sealed
RET0003868,OI00056121,9,2025-04-30,Sealed
RET0003869,OI00056131,5,2026-04-18,Damaged
RET0003870,OI00056142,9,2025-07-10,Sealed
RET0003871,OI00056163,11,2025-07-26,Opened
RET0003872,OI00056177,4,2016-04-09,Defective
RET0003873,OI00056180,12,2018-10-17,Defective
RET0003874,OI00056185,2,2018-07-03,Damaged
RET0003875,OI00056186,5,2018-07-05,Opened
RET0003876,OI00056211,2,2020-09-20,Damaged
RET0003877,OI00056214,3,2022-08-19,Sealed
RET0003878,OI00056222,7,2023-07-31,Opened
RET0003879,OI00056258,15,2022-06-07,Sealed
RET0003880,OI00056274,18,2018-03-31,Damaged
RET0003881,OI00056282,17,2017-07-29,Opened
RET0003882,OI00056296,7,2015-02-22,Defective
RET0003883,OI00056320,13,2017-07-28,Damaged
RET0003884,OI00056323,1,2023-01-18,Defective
RET0003885,OI00056356,8,2018-02-26,Opened
RET0003886,OI00056375,16,2017-07-26,Sealed
RET0003887,OI00056387,12,2026-06-15,Opened
RET0003888,OI00056399,17,2020-11-20,Opened
RET0003889,OI00056425,4,2018-09-22,Damaged
RET0003890,OI00056433,3,2021-05-09,Sealed
RET0003891,OI00056436,11,2022-08-05,Opened
RET0003892,OI00056464,4,2025-09-28,Damaged
RET0003893,OI00056468,6,2021-10-08,Opened
RET0003894,OI00056470,9,2023-11-24,Damaged
RET0003895,OI00056485,18,2022-02-16,Damaged
RET0003896,OI00056503,18,2016-05-24,Defective
RET0003897,OI00056527,15,2021-09-21,Sealed
RET0003898,OI00056543,14,2025-05-03,Damaged
RET0003899,OI00056556,16,2018-02-06,Defective
RET0003900,OI00056559,12,2019-10-13,Damaged
RET0003901,OI00056569,16,2021-12-29,Damaged
RET0003902,OI00056582,12,2021-06-30,Defective
RET0003903,OI00056597,9,2024-10-05,Damaged
RET0003904,OI00056599,18,2024-10-05,Opened
RET0003905,OI00056611,18,2022-02-08,Opened
RET0003906,OI00056622,9,2019-02-19,Sealed
RET0003907,OI00056627,7,2019-03-05,Damaged
RET0003908,OI00056633,8,2024-01-24,Damaged
RET0003909,OI00056652,3,2022-12-01,Opened
RET0003910,OI00056671,16,2020-06-18,Damaged
RET0003911,OI00056677,2,2025-11-29,Defective
RET0003912,OI00056690,16,2016-09-21,Damaged
RET0003913,OI00056710,11,2020-12-07,Opened
RET0003914,OI00056712,16,2015-01-20,Sealed
RET0003915,OI00056734,3,2025-09-02,Opened
RET0003916,OI00056747,4,2023-04-22,Sealed
RET0003917,OI00056768,8,2024-11-01,Sealed
RET0003918,OI00056776,16,2024-07-30,Opened
RET0003919,OI00056777,2,2024-07-30,Damaged
RET0003920,OI00056778,17,2024-08-02,Opened
RET0003921,OI00056800,1,2026-05-20,Damaged
RET0003922,OI00056809,16,2018-10-03,Damaged
RET0003923,OI00056842,9,2016-03-07,Opened
RET0003924,OI00056852,10,2016-03-24,Sealed
RET0003925,OI00056863,2,2020-09-27,Defective
RET0003926,OI00056879,8,2025-02-08,Sealed
RET0003927,OI00056884,3,2024-05-17,Opened
RET0003928,OI00056887,16,2022-08-01,Damaged
RET0003929,OI00056899,7,2019-01-08,Defective
RET0003930,OI00056906,15,2024-11-21,Sealed
RET0003931,OI00056913,16,2024-09-15,Damaged
RET0003932,OI00056918,1,2021-06-16,Sealed
RET0003933,OI00056927,18,2015-04-13,Opened
RET0003934,OI00056929,14,2018-04-16,Damaged
RET0003935,OI00056952,11,2016-12-26,Sealed
RET0003936,OI00056955,5,2015-04-18,Opened
RET0003937,OI00056960,14,2019-05-12,Damaged
RET0003938,OI00056969,10,2017-07-08,Opened
RET0003939,OI00056970,13,2017-06-25,Defective
RET0003940,OI00056977,8,2019-08-17,Sealed
RET0003941,OI00056980,13,2026-05-28,Damaged
RET0003942,OI00056983,16,2019-01-02,Opened
RET0003943,OI00056986,14,2022-03-17,Opened
RET0003944,OI00056997,10,2018-10-28,Sealed
RET0003945,OI00057010,14,2018-12-21,Opened
RET0003946,OI00057032,2,2022-12-31,Sealed
RET0003947,OI00057059,16,2021-01-17,Sealed
RET0003948,OI00057063,15,2019-07-15,Opened
RET0003949,OI00057064,4,2019-07-06,Sealed
RET0003950,OI00057065,5,2019-07-02,Opened
RET0003951,OI00057069,11,2023-11-18,Opened
RET0003952,OI00057087,14,2017-11-13,Opened
RET0003953,OI00057097,6,2023-08-19,Opened
RET0003954,OI00057118,18,2015-03-08,Sealed
RET0003955,OI00057135,9,2015-02-06,Defective
RET0003956,OI00057142,2,2022-08-29,Sealed
RET0003957,OI00057170,14,2022-08-31,Opened
RET0003958,OI00057174,4,2023-05-10,Damaged
RET0003959,OI00057185,10,2021-06-25,Damaged
RET0003960,OI00057244,17,2023-03-08,Sealed
RET0003961,OI00057254,4,2023-11-27,Damaged
RET0003962,OI00057264,15,2017-12-22,Opened
RET0003963,OI00057278,2,2020-02-20,Sealed
RET0003964,OI00057294,9,2023-07-26,Damaged
RET0003965,OI00057301,3,2022-12-22,Sealed
RET0003966,OI00057339,2,2025-07-31,Opened
RET0003967,OI00057348,4,2020-02-02,Opened
RET0003968,OI00057363,3,2020-11-14,Opened
RET0003969,OI00057368,15,2020-09-09,Opened
RET0003970,OI00057370,15,2024-10-08,Opened
RET0003971,OI00057375,14,2022-10-31,Opened
RET0003972,OI00057385,2,2022-12-29,Sealed
RET0003973,OI00057393,2,2016-08-10,Damaged
RET0003974,OI00057403,9,2019-12-28,Sealed
RET0003975,OI00057421,12,2016-02-02,Opened
RET0003976,OI00057452,5,2023-05-04,Defective
RET0003977,OI00057454,2,2024-02-03,Opened
RET0003978,OI00057460,18,2020-02-06,Sealed
RET0003979,OI00057462,12,2022-11-19,Sealed
RET0003980,OI00057465,4,2026-04-11,Opened
RET0003981,OI00057466,8,2026-04-16,Sealed
RET0003982,OI00057476,4,2019-10-10,Sealed
RET0003983,OI00057510,3,2020-11-06,Damaged
RET0003984,OI00057523,9,2025-03-25,Sealed
RET0003985,OI00057616,2,2016-04-29,Defective
RET0003986,OI00057656,13,2025-03-30,Sealed
RET0003987,OI00057662,9,2019-03-06,Opened
RET0003988,OI00057669,14,2019-09-12,Sealed
RET0003989,OI00057678,4,2026-06-26,Opened
RET0003990,OI00057711,15,2022-11-17,Defective
RET0003991,OI00057732,16,2017-08-29,Sealed
RET0003992,OI00057736,15,2022-02-28,Opened
RET0003993,OI00057740,1,2018-02-10,Damaged
RET0003994,OI00057743,7,2016-05-23,Opened
RET0003995,OI00057744,2,2020-02-23,Defective
RET0003996,OI00057749,8,2018-09-23,Opened
RET0003997,OI00057751,18,2018-12-13,Defective
RET0003998,OI00057761,15,2021-04-09,Damaged
RET0003999,OI00057769,4,2024-08-19,Opened
RET0004000,OI00057798,7,2020-02-12,Defective
RET0004001,OI00057848,12,2015-06-20,Opened
RET0004002,OI00057884,18,2018-03-23,Opened
RET0004003,OI00057888,6,2022-04-19,Sealed
RET0004004,OI00057901,12,2018-11-30,Sealed
RET0004005,OI00057924,7,2020-07-06,Opened
RET0004006,OI00057929,2,2016-10-13,Sealed
RET0004007,OI00057931,11,2016-09-07,Sealed
RET0004008,OI00057969,17,2021-05-12,Damaged
RET0004009,OI00058008,1,2023-09-05,Sealed
RET0004010,OI00058014,8,2019-03-08,Opened
RET0004011,OI00058015,10,2019-03-18,Opened
RET0004012,OI00058017,3,2019-03-30,Opened
RET0004013,OI00058018,1,2019-08-16,Opened
RET0004014,OI00058043,4,2023-06-18,Defective
RET0004015,OI00058050,18,2018-03-16,Damaged
RET0004016,OI00058060,12,2020-09-16,Damaged
RET0004017,OI00058108,4,2017-01-24,Sealed
RET0004018,OI00058121,2,2023-01-28,Sealed
RET0004019,OI00058131,18,2017-11-27,Sealed
RET0004020,OI00058188,15,2016-10-19,Sealed
RET0004021,OI00058191,12,2020-08-12,Opened
RET0004022,OI00058208,10,2022-04-07,Opened
RET0004023,OI00058210,8,2023-06-16,Sealed
RET0004024,OI00058244,9,2017-11-30,Damaged
RET0004025,OI00058250,2,2018-10-31,Damaged
RET0004026,OI00058251,15,2018-10-27,Opened
RET0004027,OI00058259,6,2016-04-15,Opened
RET0004028,OI00058261,17,2023-03-28,Opened
RET0004029,OI00058277,18,2017-03-18,Opened
RET0004030,OI00058309,1,2022-09-17,Sealed
RET0004031,OI00058321,14,2024-03-05,Defective
RET0004032,OI00058344,3,2020-04-17,Opened
RET0004033,OI00058411,6,2023-07-15,Sealed
RET0004034,OI00058420,18,2025-09-02,Damaged
RET0004035,OI00058441,8,2025-03-15,Sealed
RET0004036,OI00058496,8,2019-06-24,Sealed
RET0004037,OI00058500,1,2021-07-01,Sealed
RET0004038,OI00058506,2,2022-05-16,Sealed
RET0004039,OI00058511,5,2020-07-29,Opened
RET0004040,OI00058512,8,2017-03-13,Damaged
RET0004041,OI00058524,3,2024-07-25,Opened
RET0004042,OI00058548,8,2024-12-10,Opened
RET0004043,OI00058552,18,2015-09-20,Sealed
RET0004044,OI00058554,13,2015-02-15,Sealed
RET0004045,OI00058567,3,2022-10-06,Damaged
RET0004046,OI00058584,12,2023-02-10,Sealed
RET0004047,OI00058608,18,2021-10-15,Sealed
RET0004048,OI00058612,5,2024-09-08,Opened
RET0004049,OI00058626,16,2018-12-01,Defective
RET0004050,OI00058629,3,2020-09-13,Opened
