PaymentID,OrderID,PaymentMethodID,PaymentStatusID,PaymentDate,TransactionReference
PAY0018235,ORD0018235,1,1,2015-04-28,TXN0000018235
PAY0018236,ORD0018236,10,1,2020-02-26,TXN0000018236
PAY0018237,ORD0018237,2,1,2016-08-07,TXN0000018237
PAY0018238,ORD0018238,10,1,2022-08-31,TXN0000018238
PAY0018239,ORD0018239,9,1,2020-07-03,TXN0000018239
PAY0018240,ORD0018240,3,1,2017-11-30,TXN0000018240
PAY0018241,ORD0018241,1,1,2021-09-30,TXN0000018241
PAY0018242,ORD0018242,3,1,2020-02-15,TXN0000018242
PAY0018243,ORD0018243,3,1,2019-06-22,TXN0000018243
PAY0018244,ORD0018244,3,1,2020-10-16,TXN0000018244
PAY0018245,ORD0018245,3,1,2018-04-23,TXN0000018245
PAY0018246,ORD0018246,9,1,2022-12-22,TXN0000018246
PAY0018247,ORD0018247,4,1,2023-03-19,TXN0000018247
PAY0018248,ORD0018248,5,1,2018-04-04,TXN0000018248
PAY0018249,ORD0018249,12,1,2024-05-05,TXN0000018249
PAY0018250,ORD0018250,1,1,2022-07-13,TXN0000018250
PAY0018251,ORD0018251,2,1,2020-01-13,TXN0000018251
PAY0018252,ORD0018252,6,1,2021-06-06,TXN0000018252
PAY0018253,ORD0018253,2,1,2023-03-29,TXN0000018253
PAY0018254,ORD0018254,2,2,2017-02-18,TXN0000018254
PAY0018255,ORD0018255,6,1,2015-09-29,TXN0000018255
PAY0018256,ORD0018256,8,1,2015-05-05,TXN0000018256
PAY0018257,ORD0018257,3,1,2024-11-13,TXN0000018257
PAY0018258,ORD0018258,12,1,2018-11-04,TXN0000018258
PAY0018259,ORD0018259,8,1,2024-06-28,TXN0000018259
PAY0018260,ORD0018260,1,1,2015-04-28,TXN0000018260
PAY0018261,ORD0018261,1,1,2015-03-31,TXN0000018261
PAY0018262,ORD0018262,4,1,2016-01-14,TXN0000018262
PAY0018263,ORD0018263,8,1,2017-05-18,TXN0000018263
PAY0018264,ORD0018264,6,1,2024-06-29,TXN0000018264
PAY0018265,ORD0018265,6,1,2023-04-23,TXN0000018265
PAY0018266,ORD0018266,4,1,2015-06-25,TXN0000018266
PAY0018267,ORD0018267,3,1,2026-02-11,TXN0000018267
PAY0018268,ORD0018268,6,1,2023-02-11,TXN0000018268
PAY0018269,ORD0018269,1,1,2026-01-05,TXN0000018269
PAY0018270,ORD0018270,6,1,2017-01-15,TXN0000018270
PAY0018271,ORD0018271,3,1,2021-08-16,TXN0000018271
PAY0018272,ORD0018272,4,1,2020-10-13,TXN0000018272
PAY0018273,ORD0018273,6,1,2018-05-08,TXN0000018273
PAY0018274,ORD0018274,8,1,2015-03-04,TXN0000018274
PAY0018275,ORD0018275,1,1,2018-10-16,TXN0000018275
PAY0018276,ORD0018276,3,1,2024-08-14,TXN0000018276
PAY0018277,ORD0018277,7,1,2022-11-15,TXN0000018277
PAY0018278,ORD0018278,8,1,2018-11-08,TXN0000018278
PAY0018279,ORD0018279,3,1,2015-01-25,TXN0000018279
PAY0018280,ORD0018280,7,1,2026-01-11,TXN0000018280
PAY0018281,ORD0018281,12,1,2023-01-25,TXN0000018281
PAY0018282,ORD0018282,3,1,2017-10-04,TXN0000018282
PAY0018283,ORD0018283,1,1,2018-02-26,TXN0000018283
PAY0018284,ORD0018284,3,1,2019-04-13,TXN0000018284
PAY0018285,ORD0018285,1,1,2023-02-13,TXN0000018285
PAY0018286,ORD0018286,3,1,2023-12-16,TXN0000018286
PAY0018287,ORD0018287,3,1,2020-08-31,TXN0000018287
PAY0018288,ORD0018288,12,1,2022-07-04,TXN0000018288
PAY0018289,ORD0018289,6,1,2022-05-08,TXN0000018289
PAY0018290,ORD0018290,2,1,2023-06-10,TXN0000018290
PAY0018291,ORD0018291,1,1,2016-12-19,TXN0000018291
PAY0018292,ORD0018292,4,1,2020-05-20,TXN0000018292
PAY0018293,ORD0018293,3,1,2015-11-19,TXN0000018293
PAY0018294,ORD0018294,2,1,2024-05-04,TXN0000018294
PAY0018295,ORD0018295,3,1,2024-09-15,TXN0000018295
PAY0018296,ORD0018296,2,1,2016-09-04,TXN0000018296
PAY0018297,ORD0018297,3,1,2017-08-04,TXN0000018297
PAY0018298,ORD0018298,3,1,2019-06-18,TXN0000018298
PAY0018299,ORD0018299,3,1,2024-11-18,TXN0000018299
PAY0018300,ORD0018300,4,1,2022-05-07,TXN0000018300
PAY0018301,ORD0018301,3,1,2023-08-25,TXN0000018301
PAY0018302,ORD0018302,3,1,2026-01-09,TXN0000018302
PAY0018303,ORD0018303,7,1,2022-02-12,TXN0000018303
PAY0018304,ORD0018304,9,1,2019-11-01,TXN0000018304
PAY0018305,ORD0018305,1,1,2015-05-10,TXN0000018305
PAY0018306,ORD0018306,3,1,2016-03-06,TXN0000018306
PAY0018307,ORD0018307,3,1,2021-06-12,TXN0000018307
PAY0018308,ORD0018308,3,1,2017-08-05,TXN0000018308
PAY0018309,ORD0018309,10,1,2016-11-20,TXN0000018309
PAY0018310,ORD0018310,8,1,2017-09-29,TXN0000018310
PAY0018311,ORD0018311,1,3,2019-10-14,TXN0000018311
PAY0018312,ORD0018312,3,1,2025-01-09,TXN0000018312
PAY0018313,ORD0018313,3,1,2016-04-12,TXN0000018313
PAY0018314,ORD0018314,6,1,2016-03-29,TXN0000018314
PAY0018315,ORD0018315,2,1,2023-02-11,TXN0000018315
PAY0018316,ORD0018316,1,1,2018-12-09,TXN0000018316
PAY0018317,ORD0018317,2,1,2015-02-03,TXN0000018317
PAY0018318,ORD0018318,3,1,2024-04-19,TXN0000018318
PAY0018319,ORD0018319,2,1,2021-02-07,TXN0000018319
PAY0018320,ORD0018320,1,1,2024-02-09,TXN0000018320
PAY0018321,ORD0018321,3,1,2023-12-25,TXN0000018321
PAY0018322,ORD0018322,6,1,2025-07-26,TXN0000018322
PAY0018323,ORD0018323,6,1,2018-11-11,TXN0000018323
PAY0018324,ORD0018324,1,1,2025-01-19,TXN0000018324
PAY0018325,ORD0018325,10,1,2022-10-18,TXN0000018325
PAY0018326,ORD0018326,11,1,2019-01-01,TXN0000018326
PAY0018327,ORD0018327,3,1,2025-11-03,TXN0000018327
PAY0018328,ORD0018328,8,1,2015-06-07,TXN0000018328
PAY0018329,ORD0018329,2,1,2017-01-12,TXN0000018329
PAY0018330,ORD0018330,6,1,2018-05-05,TXN0000018330
PAY0018331,ORD0018331,3,1,2015-11-23,TXN0000018331
PAY0018332,ORD0018332,3,1,2022-04-13,TXN0000018332
PAY0018333,ORD0018333,3,1,2020-06-07,TXN0000018333
PAY0018334,ORD0018334,1,1,2019-01-10,TXN0000018334
PAY0018335,ORD0018335,11,1,2022-10-27,TXN0000018335
PAY0018336,ORD0018336,5,1,2022-09-26,TXN0000018336
PAY0018337,ORD0018337,7,1,2025-05-29,TXN0000018337
PAY0018338,ORD0018338,8,1,2017-10-31,TXN0000018338
PAY0018339,ORD0018339,3,1,2017-06-09,TXN0000018339
PAY0018340,ORD0018340,8,1,2024-07-13,TXN0000018340
PAY0018341,ORD0018341,3,1,2021-08-25,TXN0000018341
PAY0018342,ORD0018342,3,1,2018-03-23,TXN0000018342
PAY0018343,ORD0018343,3,1,2017-04-11,TXN0000018343
PAY0018344,ORD0018344,3,1,2020-11-19,TXN0000018344
PAY0018345,ORD0018345,10,1,2019-05-11,TXN0000018345
PAY0018346,ORD0018346,1,1,2019-10-08,TXN0000018346
PAY0018347,ORD0018347,7,1,2023-07-28,TXN0000018347
PAY0018348,ORD0018348,5,1,2019-11-24,TXN0000018348
PAY0018349,ORD0018349,3,1,2015-06-10,TXN0000018349
PAY0018350,ORD0018350,3,1,2018-03-17,TXN0000018350
PAY0018351,ORD0018351,4,1,2015-04-22,TXN0000018351
PAY0018352,ORD0018352,3,1,2026-03-21,TXN0000018352
PAY0018353,ORD0018353,3,1,2015-08-18,TXN0000018353
PAY0018354,ORD0018354,6,1,2020-08-17,TXN0000018354
PAY0018355,ORD0018355,3,1,2021-04-21,TXN0000018355
PAY0018356,ORD0018356,1,1,2015-07-31,TXN0000018356
PAY0018357,ORD0018357,6,1,2022-08-23,TXN0000018357
PAY0018358,ORD0018358,2,4,2025-03-26,TXN0000018358
PAY0018359,ORD0018359,6,1,2016-05-04,TXN0000018359
PAY0018360,ORD0018360,6,1,2023-08-06,TXN0000018360
PAY0018361,ORD0018361,1,1,2025-09-22,TXN0000018361
PAY0018362,ORD0018362,6,1,2015-03-17,TXN0000018362
PAY0018363,ORD0018363,8,1,2022-11-11,TXN0000018363
PAY0018364,ORD0018364,3,1,2021-02-25,TXN0000018364
PAY0018365,ORD0018365,7,1,2025-04-21,TXN0000018365
PAY0018366,ORD0018366,3,1,2023-06-17,TXN0000018366
PAY0018367,ORD0018367,6,1,2020-06-04,TXN0000018367
PAY0018368,ORD0018368,1,1,2024-04-24,TXN0000018368
PAY0018369,ORD0018369,8,1,2021-11-17,TXN0000018369
PAY0018370,ORD0018370,8,1,2015-11-10,TXN0000018370
PAY0018371,ORD0018371,1,1,2025-12-10,TXN0000018371
PAY0018372,ORD0018372,3,1,2020-03-03,TXN0000018372
PAY0018373,ORD0018373,3,1,2016-02-11,TXN0000018373
PAY0018374,ORD0018374,11,1,2017-08-23,TXN0000018374
PAY0018375,ORD0018375,4,1,2017-06-16,TXN0000018375
PAY0018376,ORD0018376,1,1,2025-10-01,TXN0000018376
PAY0018377,ORD0018377,4,1,2024-02-16,TXN0000018377
PAY0018378,ORD0018378,6,3,2022-07-23,TXN0000018378
PAY0018379,ORD0018379,3,1,2023-05-30,TXN0000018379
PAY0018380,ORD0018380,7,1,2015-03-04,TXN0000018380
PAY0018381,ORD0018381,3,1,2026-06-23,TXN0000018381
PAY0018382,ORD0018382,6,1,2018-09-06,TXN0000018382
PAY0018383,ORD0018383,3,1,2022-05-01,TXN0000018383
PAY0018384,ORD0018384,2,1,2024-09-28,TXN0000018384
PAY0018385,ORD0018385,9,1,2019-01-19,TXN0000018385
PAY0018386,ORD0018386,2,1,2022-02-28,TXN0000018386
PAY0018387,ORD0018387,4,1,2024-07-18,TXN0000018387
PAY0018388,ORD0018388,2,1,2023-04-08,TXN0000018388
PAY0018389,ORD0018389,2,1,2026-06-08,TXN0000018389
PAY0018390,ORD0018390,6,1,2023-02-10,TXN0000018390
PAY0018391,ORD0018391,6,1,2025-02-20,TXN0000018391
PAY0018392,ORD0018392,1,1,2022-01-01,TXN0000018392
PAY0018393,ORD0018393,9,1,2019-01-15,TXN0000018393
PAY0018394,ORD0018394,6,1,2018-11-03,TXN0000018394
PAY0018395,ORD0018395,2,1,2015-08-05,TXN0000018395
PAY0018396,ORD0018396,9,1,2025-04-02,TXN0000018396
PAY0018397,ORD0018397,3,1,2024-07-06,TXN0000018397
PAY0018398,ORD0018398,8,1,2019-11-26,TXN0000018398
PAY0018399,ORD0018399,2,1,2016-09-25,TXN0000018399
PAY0018400,ORD0018400,6,1,2023-06-11,TXN0000018400
PAY0018401,ORD0018401,1,3,2025-07-26,TXN0000018401
PAY0018402,ORD0018402,4,1,2020-07-22,TXN0000018402
PAY0018403,ORD0018403,6,1,2024-08-13,TXN0000018403
PAY0018404,ORD0018404,3,1,2018-02-01,TXN0000018404
PAY0018405,ORD0018405,3,1,2024-05-02,TXN0000018405
PAY0018406,ORD0018406,3,1,2015-06-04,TXN0000018406
PAY0018407,ORD0018407,2,2,2016-10-05,TXN0000018407
PAY0018408,ORD0018408,2,1,2025-01-03,TXN0000018408
PAY0018409,ORD0018409,6,1,2019-06-06,TXN0000018409
PAY0018410,ORD0018410,1,1,2021-09-18,TXN0000018410
PAY0018411,ORD0018411,2,1,2024-02-07,TXN0000018411
PAY0018412,ORD0018412,1,1,2021-10-30,TXN0000018412
PAY0018413,ORD0018413,5,1,2025-05-10,TXN0000018413
PAY0018414,ORD0018414,3,1,2018-05-07,TXN0000018414
PAY0018415,ORD0018415,3,1,2022-02-05,TXN0000018415
PAY0018416,ORD0018416,1,1,2022-08-29,TXN0000018416
PAY0018417,ORD0018417,1,1,2019-07-12,TXN0000018417
PAY0018418,ORD0018418,3,1,2017-01-13,TXN0000018418
PAY0018419,ORD0018419,6,2,2018-09-09,TXN0000018419
PAY0018420,ORD0018420,4,1,2015-09-02,TXN0000018420
PAY0018421,ORD0018421,3,1,2016-04-27,TXN0000018421
PAY0018422,ORD0018422,4,1,2022-12-04,TXN0000018422
PAY0018423,ORD0018423,6,1,2024-04-09,TXN0000018423
PAY0018424,ORD0018424,3,1,2018-09-02,TXN0000018424
PAY0018425,ORD0018425,3,1,2024-07-05,TXN0000018425
PAY0018426,ORD0018426,10,1,2022-04-23,TXN0000018426
PAY0018427,ORD0018427,1,1,2026-03-11,TXN0000018427
PAY0018428,ORD0018428,1,1,2015-05-24,TXN0000018428
PAY0018429,ORD0018429,3,1,2021-01-24,TXN0000018429
PAY0018430,ORD0018430,7,1,2023-11-17,TXN0000018430
PAY0018431,ORD0018431,1,1,2018-04-25,TXN0000018431
PAY0018432,ORD0018432,6,2,2019-04-24,TXN0000018432
PAY0018433,ORD0018433,3,1,2026-07-10,TXN0000018433
PAY0018434,ORD0018434,5,1,2021-07-17,TXN0000018434
PAY0018435,ORD0018435,3,1,2019-01-26,TXN0000018435
PAY0018436,ORD0018436,3,1,2023-11-02,TXN0000018436
PAY0018437,ORD0018437,3,1,2018-04-25,TXN0000018437
PAY0018438,ORD0018438,4,1,2025-07-16,TXN0000018438
PAY0018439,ORD0018439,2,2,2018-04-26,TXN0000018439
PAY0018440,ORD0018440,3,1,2019-02-26,TXN0000018440
PAY0018441,ORD0018441,8,1,2020-12-15,TXN0000018441
PAY0018442,ORD0018442,5,1,2015-10-28,TXN0000018442
PAY0018443,ORD0018443,4,1,2021-05-02,TXN0000018443
PAY0018444,ORD0018444,4,1,2015-04-28,TXN0000018444
PAY0018445,ORD0018445,2,1,2016-08-30,TXN0000018445
PAY0018446,ORD0018446,3,1,2026-06-20,TXN0000018446
PAY0018447,ORD0018447,7,1,2015-08-20,TXN0000018447
PAY0018448,ORD0018448,6,1,2024-02-15,TXN0000018448
PAY0018449,ORD0018449,1,1,2018-12-23,TXN0000018449
PAY0018450,ORD0018450,7,1,2017-01-27,TXN0000018450
PAY0018451,ORD0018451,3,1,2025-08-02,TXN0000018451
PAY0018452,ORD0018452,2,1,2016-08-13,TXN0000018452
PAY0018453,ORD0018453,3,1,2023-01-21,TXN0000018453
PAY0018454,ORD0018454,3,1,2017-05-30,TXN0000018454
PAY0018455,ORD0018455,3,1,2015-09-30,TXN0000018455
PAY0018456,ORD0018456,10,1,2026-03-04,TXN0000018456
PAY0018457,ORD0018457,3,1,2017-08-09,TXN0000018457
PAY0018458,ORD0018458,10,1,2021-07-25,TXN0000018458
PAY0018459,ORD0018459,8,1,2022-04-28,TXN0000018459
PAY0018460,ORD0018460,1,1,2017-06-26,TXN0000018460
PAY0018461,ORD0018461,9,1,2024-09-22,TXN0000018461
PAY0018462,ORD0018462,3,1,2025-09-27,TXN0000018462
PAY0018463,ORD0018463,7,1,2026-01-08,TXN0000018463
PAY0018464,ORD0018464,1,1,2019-04-06,TXN0000018464
PAY0018465,ORD0018465,3,1,2025-06-25,TXN0000018465
PAY0018466,ORD0018466,1,1,2022-01-19,TXN0000018466
PAY0018467,ORD0018467,1,1,2020-12-15,TXN0000018467
PAY0018468,ORD0018468,3,1,2024-05-08,TXN0000018468
PAY0018469,ORD0018469,3,1,2021-07-28,TXN0000018469
PAY0018470,ORD0018470,7,1,2018-01-07,TXN0000018470
PAY0018471,ORD0018471,2,1,2020-06-15,TXN0000018471
PAY0018472,ORD0018472,2,1,2025-11-06,TXN0000018472
PAY0018473,ORD0018473,4,1,2022-08-26,TXN0000018473
PAY0018474,ORD0018474,3,1,2018-09-20,TXN0000018474
PAY0018475,ORD0018475,2,1,2024-03-24,TXN0000018475
PAY0018476,ORD0018476,1,1,2025-10-10,TXN0000018476
PAY0018477,ORD0018477,2,1,2023-10-04,TXN0000018477
PAY0018478,ORD0018478,10,1,2024-07-11,TXN0000018478
PAY0018479,ORD0018479,3,1,2022-06-16,TXN0000018479
PAY0018480,ORD0018480,2,1,2020-02-03,TXN0000018480
PAY0018481,ORD0018481,1,1,2015-04-20,TXN0000018481
PAY0018482,ORD0018482,1,1,2015-01-03,TXN0000018482
PAY0018483,ORD0018483,1,1,2018-01-04,TXN0000018483
PAY0018484,ORD0018484,3,1,2026-03-03,TXN0000018484
PAY0018485,ORD0018485,7,1,2018-04-25,TXN0000018485
PAY0018486,ORD0018486,7,1,2015-08-18,TXN0000018486
PAY0018487,ORD0018487,3,1,2020-07-04,TXN0000018487
PAY0018488,ORD0018488,4,1,2022-06-17,TXN0000018488
PAY0018489,ORD0018489,1,1,2016-01-22,TXN0000018489
PAY0018490,ORD0018490,4,1,2017-04-09,TXN0000018490
PAY0018491,ORD0018491,7,1,2026-01-07,TXN0000018491
PAY0018492,ORD0018492,3,1,2022-07-18,TXN0000018492
PAY0018493,ORD0018493,7,1,2024-09-23,TXN0000018493
PAY0018494,ORD0018494,1,1,2024-02-23,TXN0000018494
PAY0018495,ORD0018495,3,1,2018-10-10,TXN0000018495
PAY0018496,ORD0018496,3,1,2020-01-30,TXN0000018496
PAY0018497,ORD0018497,7,1,2017-06-27,TXN0000018497
PAY0018498,ORD0018498,2,1,2026-06-04,TXN0000018498
PAY0018499,ORD0018499,3,1,2016-06-08,TXN0000018499
PAY0018500,ORD0018500,11,1,2025-09-04,TXN0000018500
PAY0018501,ORD0018501,3,1,2023-01-29,TXN0000018501
PAY0018502,ORD0018502,6,1,2026-07-05,TXN0000018502
PAY0018503,ORD0018503,1,1,2016-07-17,TXN0000018503
PAY0018504,ORD0018504,7,1,2022-04-21,TXN0000018504
PAY0018505,ORD0018505,3,1,2018-07-16,TXN0000018505
PAY0018506,ORD0018506,8,1,2015-07-28,TXN0000018506
PAY0018507,ORD0018507,5,1,2016-11-21,TXN0000018507
PAY0018508,ORD0018508,4,3,2018-04-12,TXN0000018508
PAY0018509,ORD0018509,3,1,2023-05-25,TXN0000018509
PAY0018510,ORD0018510,2,1,2022-10-10,TXN0000018510
PAY0018511,ORD0018511,10,1,2018-06-01,TXN0000018511
PAY0018512,ORD0018512,3,1,2020-11-12,TXN0000018512
PAY0018513,ORD0018513,3,1,2017-08-03,TXN0000018513
PAY0018514,ORD0018514,2,1,2024-07-26,TXN0000018514
PAY0018515,ORD0018515,5,1,2021-03-26,TXN0000018515
PAY0018516,ORD0018516,3,1,2022-05-13,TXN0000018516
PAY0018517,ORD0018517,3,1,2021-10-24,TXN0000018517
PAY0018518,ORD0018518,2,1,2019-06-01,TXN0000018518
PAY0018519,ORD0018519,4,1,2019-03-17,TXN0000018519
PAY0018520,ORD0018520,8,3,2023-07-25,TXN0000018520
PAY0018521,ORD0018521,1,1,2020-03-10,TXN0000018521
PAY0018522,ORD0018522,6,1,2016-05-20,TXN0000018522
PAY0018523,ORD0018523,1,1,2023-03-13,TXN0000018523
PAY0018524,ORD0018524,2,1,2026-06-23,TXN0000018524
PAY0018525,ORD0018525,1,1,2015-03-19,TXN0000018525
PAY0018526,ORD0018526,4,1,2025-04-11,TXN0000018526
PAY0018527,ORD0018527,11,1,2020-09-08,TXN0000018527
PAY0018528,ORD0018528,8,3,2023-09-12,TXN0000018528
PAY0018529,ORD0018529,2,1,2017-07-13,TXN0000018529
PAY0018530,ORD0018530,3,1,2022-02-13,TXN0000018530
PAY0018531,ORD0018531,6,1,2023-08-11,TXN0000018531
PAY0018532,ORD0018532,3,1,2020-07-15,TXN0000018532
PAY0018533,ORD0018533,3,3,2018-06-18,TXN0000018533
PAY0018534,ORD0018534,3,1,2021-01-07,TXN0000018534
PAY0018535,ORD0018535,3,1,2018-10-12,TXN0000018535
PAY0018536,ORD0018536,1,1,2017-09-29,TXN0000018536
PAY0018537,ORD0018537,2,1,2019-04-23,TXN0000018537
PAY0018538,ORD0018538,1,1,2026-03-13,TXN0000018538
PAY0018539,ORD0018539,9,1,2020-11-26,TXN0000018539
PAY0018540,ORD0018540,1,1,2026-01-11,TXN0000018540
PAY0018541,ORD0018541,8,1,2024-06-10,TXN0000018541
PAY0018542,ORD0018542,9,1,2018-12-13,TXN0000018542
PAY0018543,ORD0018543,3,1,2019-04-01,TXN0000018543
PAY0018544,ORD0018544,2,1,2026-05-31,TXN0000018544
PAY0018545,ORD0018545,9,1,2016-04-02,TXN0000018545
PAY0018546,ORD0018546,1,1,2024-09-06,TXN0000018546
PAY0018547,ORD0018547,4,2,2015-08-03,TXN0000018547
PAY0018548,ORD0018548,7,1,2024-10-11,TXN0000018548
PAY0018549,ORD0018549,8,1,2024-06-27,TXN0000018549
PAY0018550,ORD0018550,1,1,2023-05-28,TXN0000018550
PAY0018551,ORD0018551,8,1,2019-05-21,TXN0000018551
PAY0018552,ORD0018552,8,1,2022-07-28,TXN0000018552
PAY0018553,ORD0018553,1,1,2023-10-27,TXN0000018553
PAY0018554,ORD0018554,3,1,2015-11-02,TXN0000018554
PAY0018555,ORD0018555,10,1,2019-01-02,TXN0000018555
PAY0018556,ORD0018556,3,1,2022-02-10,TXN0000018556
PAY0018557,ORD0018557,4,1,2022-09-18,TXN0000018557
PAY0018558,ORD0018558,4,1,2026-07-09,TXN0000018558
PAY0018559,ORD0018559,1,1,2017-01-16,TXN0000018559
PAY0018560,ORD0018560,7,1,2016-01-05,TXN0000018560
PAY0018561,ORD0018561,3,2,2022-02-24,TXN0000018561
PAY0018562,ORD0018562,6,1,2022-02-05,TXN0000018562
PAY0018563,ORD0018563,3,1,2017-05-24,TXN0000018563
PAY0018564,ORD0018564,6,1,2023-01-13,TXN0000018564
PAY0018565,ORD0018565,2,3,2022-12-05,TXN0000018565
PAY0018566,ORD0018566,1,1,2021-01-02,TXN0000018566
PAY0018567,ORD0018567,2,1,2016-08-28,TXN0000018567
PAY0018568,ORD0018568,3,1,2016-01-06,TXN0000018568
PAY0018569,ORD0018569,3,1,2019-09-22,TXN0000018569
PAY0018570,ORD0018570,11,1,2024-09-07,TXN0000018570
PAY0018571,ORD0018571,5,1,2022-08-31,TXN0000018571
PAY0018572,ORD0018572,3,1,2022-10-18,TXN0000018572
PAY0018573,ORD0018573,2,1,2019-04-15,TXN0000018573
PAY0018574,ORD0018574,2,1,2024-04-11,TXN0000018574
PAY0018575,ORD0018575,3,1,2017-12-19,TXN0000018575
PAY0018576,ORD0018576,2,1,2019-06-22,TXN0000018576
PAY0018577,ORD0018577,3,1,2020-01-07,TXN0000018577
PAY0018578,ORD0018578,4,1,2024-03-04,TXN0000018578
PAY0018579,ORD0018579,3,1,2017-12-16,TXN0000018579
PAY0018580,ORD0018580,3,1,2016-02-05,TXN0000018580
PAY0018581,ORD0018581,2,1,2018-02-17,TXN0000018581
PAY0018582,ORD0018582,3,1,2019-12-31,TXN0000018582
PAY0018583,ORD0018583,6,1,2019-12-15,TXN0000018583
PAY0018584,ORD0018584,3,1,2017-09-11,TXN0000018584
PAY0018585,ORD0018585,1,1,2024-05-25,TXN0000018585
PAY0018586,ORD0018586,1,1,2023-04-20,TXN0000018586
PAY0018587,ORD0018587,2,1,2026-06-10,TXN0000018587
PAY0018588,ORD0018588,3,1,2018-05-09,TXN0000018588
PAY0018589,ORD0018589,6,2,2025-02-05,TXN0000018589
PAY0018590,ORD0018590,1,1,2025-07-26,TXN0000018590
PAY0018591,ORD0018591,6,1,2018-10-27,TXN0000018591
PAY0018592,ORD0018592,6,1,2017-03-19,TXN0000018592
PAY0018593,ORD0018593,3,1,2020-01-21,TXN0000018593
PAY0018594,ORD0018594,8,1,2018-11-19,TXN0000018594
PAY0018595,ORD0018595,12,1,2021-04-14,TXN0000018595
PAY0018596,ORD0018596,3,1,2016-04-25,TXN0000018596
PAY0018597,ORD0018597,7,1,2015-06-15,TXN0000018597
PAY0018598,ORD0018598,6,1,2026-05-27,TXN0000018598
PAY0018599,ORD0018599,3,1,2018-09-05,TXN0000018599
PAY0018600,ORD0018600,3,1,2025-06-29,TXN0000018600
PAY0018601,ORD0018601,8,1,2024-05-03,TXN0000018601
PAY0018602,ORD0018602,3,1,2021-07-03,TXN0000018602
PAY0018603,ORD0018603,3,1,2019-10-05,TXN0000018603
PAY0018604,ORD0018604,3,1,2017-12-31,TXN0000018604
PAY0018605,ORD0018605,8,1,2018-06-11,TXN0000018605
PAY0018606,ORD0018606,3,1,2019-09-24,TXN0000018606
PAY0018607,ORD0018607,1,1,2018-09-02,TXN0000018607
PAY0018608,ORD0018608,3,1,2025-09-28,TXN0000018608
PAY0018609,ORD0018609,7,1,2021-04-02,TXN0000018609
PAY0018610,ORD0018610,3,1,2021-05-28,TXN0000018610
PAY0018611,ORD0018611,1,1,2017-02-26,TXN0000018611
PAY0018612,ORD0018612,11,1,2021-11-16,TXN0000018612
PAY0018613,ORD0018613,3,1,2019-08-12,TXN0000018613
PAY0018614,ORD0018614,3,1,2025-06-05,TXN0000018614
PAY0018615,ORD0018615,3,1,2018-10-14,TXN0000018615
PAY0018616,ORD0018616,1,1,2015-12-20,TXN0000018616
PAY0018617,ORD0018617,12,1,2018-09-05,TXN0000018617
PAY0018618,ORD0018618,2,1,2016-04-29,TXN0000018618
PAY0018619,ORD0018619,3,1,2015-12-11,TXN0000018619
PAY0018620,ORD0018620,3,1,2025-04-17,TXN0000018620
PAY0018621,ORD0018621,6,1,2015-04-15,TXN0000018621
PAY0018622,ORD0018622,8,1,2019-10-02,TXN0000018622
PAY0018623,ORD0018623,3,1,2015-10-03,TXN0000018623
PAY0018624,ORD0018624,2,1,2022-12-30,TXN0000018624
PAY0018625,ORD0018625,6,1,2020-03-15,TXN0000018625
PAY0018626,ORD0018626,4,1,2024-03-27,TXN0000018626
PAY0018627,ORD0018627,4,1,2016-01-09,TXN0000018627
PAY0018628,ORD0018628,3,1,2016-02-07,TXN0000018628
PAY0018629,ORD0018629,3,1,2024-07-07,TXN0000018629
PAY0018630,ORD0018630,2,1,2015-06-30,TXN0000018630
PAY0018631,ORD0018631,7,1,2017-06-08,TXN0000018631
PAY0018632,ORD0018632,7,1,2022-11-29,TXN0000018632
PAY0018633,ORD0018633,4,1,2024-04-30,TXN0000018633
PAY0018634,ORD0018634,7,1,2019-07-15,TXN0000018634
PAY0018635,ORD0018635,4,1,2017-10-14,TXN0000018635
PAY0018636,ORD0018636,3,1,2016-07-08,TXN0000018636
PAY0018637,ORD0018637,3,1,2018-11-14,TXN0000018637
PAY0018638,ORD0018638,3,1,2018-07-01,TXN0000018638
PAY0018639,ORD0018639,3,1,2017-06-19,TXN0000018639
PAY0018640,ORD0018640,3,1,2020-08-04,TXN0000018640
PAY0018641,ORD0018641,4,1,2021-06-03,TXN0000018641
PAY0018642,ORD0018642,3,1,2018-03-21,TXN0000018642
PAY0018643,ORD0018643,3,1,2026-02-24,TXN0000018643
PAY0018644,ORD0018644,10,1,2020-02-03,TXN0000018644
PAY0018645,ORD0018645,7,1,2016-11-17,TXN0000018645
PAY0018646,ORD0018646,6,1,2016-02-12,TXN0000018646
PAY0018647,ORD0018647,9,1,2021-12-21,TXN0000018647
PAY0018648,ORD0018648,3,1,2023-10-04,TXN0000018648
PAY0018649,ORD0018649,6,1,2021-03-31,TXN0000018649
PAY0018650,ORD0018650,10,1,2019-07-08,TXN0000018650
PAY0018651,ORD0018651,1,1,2020-12-14,TXN0000018651
PAY0018652,ORD0018652,1,1,2017-02-25,TXN0000018652
PAY0018653,ORD0018653,3,1,2016-08-19,TXN0000018653
PAY0018654,ORD0018654,3,1,2021-11-09,TXN0000018654
PAY0018655,ORD0018655,3,1,2017-07-23,TXN0000018655
PAY0018656,ORD0018656,3,1,2018-06-04,TXN0000018656
