OrderItemID,OrderID,LineNumber,ProductID,Quantity,UnitPrice,DiscountPercent
OI00048691,ORD0025117,1,P04897,1,71291,20
OI00048692,ORD0025118,1,P02433,3,5662,0
OI00048693,ORD0025118,2,P01153,4,391,15
OI00048694,ORD0025119,1,P03037,4,8759,5
OI00048695,ORD0025119,2,P04048,2,9923,20
OI00048696,ORD0025120,1,P03691,5,1760,0
OI00048697,ORD0025120,2,P01351,1,197562,0
OI00048698,ORD0025121,1,P03365,2,690,10
OI00048699,ORD0025122,1,P01789,1,906,5
OI00048700,ORD0025122,2,P01759,1,41360,0
OI00048701,ORD0025122,3,P03562,1,1908,0
OI00048702,ORD0025122,4,P01771,3,4680,10
OI00048703,ORD0025123,1,P00929,3,206,20
OI00048704,ORD0025123,2,P01267,3,12626,0
OI00048705,ORD0025124,1,P02580,3,25138,5
OI00048706,ORD0025124,2,P03641,3,110641,5
OI00048707,ORD0025125,1,P01184,1,96767,5
OI00048708,ORD0025125,2,P04334,3,782,0
OI00048709,ORD0025126,1,P01032,2,170784,5
OI00048710,ORD0025127,1,P01548,2,427,0
OI00048711,ORD0025127,2,P02095,1,10705,0
OI00048712,ORD0025128,1,P01829,1,4251,0
OI00048713,ORD0025129,1,P04011,1,108595,0
OI00048714,ORD0025130,1,P01329,2,2585,0
OI00048715,ORD0025131,1,P01529,1,1166,10
OI00048716,ORD0025132,1,P03380,1,7784,5
OI00048717,ORD0025133,1,P03213,2,131195,10
OI00048718,ORD0025133,2,P00678,2,116873,5
OI00048719,ORD0025134,1,P02543,2,8191,0
OI00048720,ORD0025135,1,P02667,3,1938,5
OI00048721,ORD0025136,1,P04184,1,544,15
OI00048722,ORD0025137,1,P01501,5,123608,10
OI00048723,ORD0025137,2,P02884,5,14290,0
OI00048724,ORD0025138,1,P04232,1,187207,0
OI00048725,ORD0025138,2,P01293,1,1958,0
OI00048726,ORD0025139,1,P00559,1,14160,0
OI00048727,ORD0025140,1,P01503,2,19955,0
OI00048728,ORD0025140,2,P03428,2,203,0
OI00048729,ORD0025140,3,P01769,1,74980,25
OI00048730,ORD0025141,1,P01097,2,2812,0
OI00048731,ORD0025141,2,P00655,1,4449,15
OI00048732,ORD0025142,1,P03094,4,1802,0
OI00048733,ORD0025143,1,P00875,4,946,0
OI00048734,ORD0025144,1,P04867,1,1235,15
OI00048735,ORD0025144,2,P00588,1,516,0
OI00048736,ORD0025144,3,P01372,2,56037,10
OI00048737,ORD0025145,1,P04922,1,1778,5
OI00048738,ORD0025145,2,P01543,2,1360,10
OI00048739,ORD0025145,3,P00467,2,1292,5
OI00048740,ORD0025145,4,P00274,3,5640,0
OI00048741,ORD0025146,1,P02951,1,159404,0
OI00048742,ORD0025147,1,P03444,3,5257,15
OI00048743,ORD0025147,2,P02463,5,145,0
OI00048744,ORD0025148,1,P01952,1,80482,0
OI00048745,ORD0025149,1,P02000,1,931,5
OI00048746,ORD0025150,1,P01816,3,92389,5
OI00048747,ORD0025151,1,P02199,4,80206,0
OI00048748,ORD0025152,1,P00297,1,104073,15
OI00048749,ORD0025153,1,P02659,2,28725,0
OI00048750,ORD0025153,2,P04728,1,351,0
OI00048751,ORD0025154,1,P00139,2,107736,5
OI00048752,ORD0025154,2,P02189,1,19758,15
OI00048753,ORD0025154,3,P04685,2,6833,25
OI00048754,ORD0025155,1,P01433,1,14357,5
OI00048755,ORD0025155,2,P00744,1,1655,5
OI00048756,ORD0025155,3,P04560,5,177290,10
OI00048757,ORD0025156,1,P01956,1,68442,10
OI00048758,ORD0025156,2,P01559,1,91079,15
OI00048759,ORD0025156,3,P01358,1,690,5
OI00048760,ORD0025156,4,P04291,3,678,0
OI00048761,ORD0025157,1,P01958,1,946,10
OI00048762,ORD0025157,2,P04220,2,92008,0
OI00048763,ORD0025158,1,P00535,1,12170,0
OI00048764,ORD0025159,1,P04454,2,9257,0
OI00048765,ORD0025159,2,P02491,4,44,10
OI00048766,ORD0025160,1,P01513,2,241,10
OI00048767,ORD0025161,1,P02525,1,696,5
OI00048768,ORD0025161,2,P04836,2,934,5
OI00048769,ORD0025162,1,P00433,2,1455,20
OI00048770,ORD0025163,1,P00703,3,111064,0
OI00048771,ORD0025163,2,P00174,3,10403,5
OI00048772,ORD0025164,1,P01095,1,320,0
OI00048773,ORD0025164,2,P02731,3,1361,10
OI00048774,ORD0025165,1,P01046,1,8141,5
OI00048775,ORD0025166,1,P04639,1,17306,15
OI00048776,ORD0025166,2,P01033,1,62133,5
OI00048777,ORD0025166,3,P01105,1,1500,0
OI00048778,ORD0025167,1,P00378,2,1114,5
OI00048779,ORD0025168,1,P00710,3,4500,0
OI00048780,ORD0025168,2,P04459,2,81273,25
OI00048781,ORD0025169,1,P02739,2,10526,10
OI00048782,ORD0025169,2,P02979,1,76470,0
OI00048783,ORD0025170,1,P03430,1,6419,0
OI00048784,ORD0025170,2,P04268,1,543,5
OI00048785,ORD0025171,1,P03158,4,1722,15
OI00048786,ORD0025172,1,P03745,1,191,0
OI00048787,ORD0025173,1,P01428,1,46434,10
OI00048788,ORD0025174,1,P03663,1,1640,5
OI00048789,ORD0025175,1,P03138,2,9568,0
OI00048790,ORD0025175,2,P04971,1,57886,0
OI00048791,ORD0025176,1,P01640,1,3762,15
OI00048792,ORD0025177,1,P03837,1,1198,0
OI00048793,ORD0025177,2,P00717,2,6054,5
OI00048794,ORD0025178,1,P01735,4,8203,0
OI00048795,ORD0025178,2,P02845,5,75,0
OI00048796,ORD0025179,1,P00548,1,665,5
OI00048797,ORD0025179,2,P00311,1,39098,0
OI00048798,ORD0025179,3,P00986,4,11608,0
OI00048799,ORD0025180,1,P00621,5,13215,5
OI00048800,ORD0025181,1,P03804,2,27,10
OI00048801,ORD0025182,1,P03513,1,1200,0
OI00048802,ORD0025182,2,P04886,2,1570,5
OI00048803,ORD0025182,3,P00118,1,13085,5
OI00048804,ORD0025183,1,P01474,4,107456,0
OI00048805,ORD0025183,2,P01066,4,405,0
OI00048806,ORD0025184,1,P04667,1,3225,25
OI00048807,ORD0025185,1,P04869,4,976,0
OI00048808,ORD0025186,1,P04070,2,14780,0
OI00048809,ORD0025187,1,P03513,4,1200,0
OI00048810,ORD0025188,1,P00174,3,10403,0
OI00048811,ORD0025189,1,P02235,3,2497,0
OI00048812,ORD0025190,1,P00952,1,106427,0
OI00048813,ORD0025190,2,P00413,2,13676,0
OI00048814,ORD0025191,1,P04586,3,1443,0
OI00048815,ORD0025192,1,P04525,1,1763,0
OI00048816,ORD0025192,2,P00861,5,137178,0
OI00048817,ORD0025193,1,P00122,1,131,0
OI00048818,ORD0025193,2,P01050,3,1243,5
OI00048819,ORD0025193,3,P03656,3,179674,0
OI00048820,ORD0025194,1,P00999,2,79519,0
OI00048821,ORD0025194,2,P01692,1,179781,10
OI00048822,ORD0025195,1,P01035,4,1675,0
OI00048823,ORD0025196,1,P03746,1,2749,5
OI00048824,ORD0025196,2,P03774,1,2979,10
OI00048825,ORD0025196,3,P04322,4,1898,0
OI00048826,ORD0025196,4,P01980,2,136305,0
OI00048827,ORD0025196,5,P02018,1,199258,5
OI00048828,ORD0025197,1,P02353,1,533,15
OI00048829,ORD0025198,1,P00329,3,5920,20
OI00048830,ORD0025198,2,P02992,1,8407,0
OI00048831,ORD0025199,1,P03995,2,114566,5
OI00048832,ORD0025200,1,P00340,1,2546,10
OI00048833,ORD0025201,1,P00615,1,1227,10
OI00048834,ORD0025202,1,P00419,3,7602,20
OI00048835,ORD0025203,1,P04162,2,11812,5
OI00048836,ORD0025203,2,P03750,2,4789,0
OI00048837,ORD0025204,1,P04984,2,53436,20
OI00048838,ORD0025205,1,P04122,2,6173,0
OI00048839,ORD0025206,1,P02064,2,5997,5
OI00048840,ORD0025207,1,P03857,1,90679,0
OI00048841,ORD0025208,1,P03743,1,7703,0
OI00048842,ORD0025209,1,P00391,3,1038,15
OI00048843,ORD0025209,2,P03311,2,16624,5
OI00048844,ORD0025209,3,P02330,1,6796,0
OI00048845,ORD0025209,4,P01451,1,254,20
OI00048846,ORD0025209,5,P01105,2,1500,0
OI00048847,ORD0025210,1,P02883,2,1927,10
OI00048848,ORD0025210,2,P04726,1,6379,0
OI00048849,ORD0025210,3,P01035,1,1675,5
OI00048850,ORD0025211,1,P02524,2,4844,0
OI00048851,ORD0025211,2,P04740,1,4411,0
OI00048852,ORD0025212,1,P03381,2,14417,0
OI00048853,ORD0025212,2,P00653,3,147302,10
OI00048854,ORD0025212,3,P03252,3,178435,0
OI00048855,ORD0025213,1,P02832,3,99,5
OI00048856,ORD0025213,2,P04046,3,8682,0
OI00048857,ORD0025214,1,P02108,1,6159,0
OI00048858,ORD0025215,1,P01075,1,1687,10
OI00048859,ORD0025215,2,P02208,1,1635,10
OI00048860,ORD0025215,3,P03566,4,1042,0
OI00048861,ORD0025216,1,P02675,1,2007,0
OI00048862,ORD0025217,1,P00891,1,123487,0
OI00048863,ORD0025217,2,P04880,1,1954,0
OI00048864,ORD0025218,1,P04650,1,1060,5
OI00048865,ORD0025218,2,P01625,2,10021,5
OI00048866,ORD0025219,1,P04008,2,1678,0
OI00048867,ORD0025219,2,P04952,2,1453,0
OI00048868,ORD0025220,1,P01631,1,873,5
OI00048869,ORD0025220,2,P01853,1,701,5
OI00048870,ORD0025221,1,P00133,1,75357,0
OI00048871,ORD0025221,2,P01596,1,10086,10
OI00048872,ORD0025221,3,P01784,3,109477,0
OI00048873,ORD0025222,1,P03446,3,71426,15
OI00048874,ORD0025222,2,P03186,2,1379,0
OI00048875,ORD0025223,1,P01901,2,1704,0
OI00048876,ORD0025224,1,P04822,2,7009,0
OI00048877,ORD0025225,1,P01493,1,1340,0
OI00048878,ORD0025226,1,P00600,3,6658,5
OI00048879,ORD0025227,1,P00473,4,13976,0
OI00048880,ORD0025228,1,P03074,1,2128,0
OI00048881,ORD0025229,1,P02967,1,1939,5
OI00048882,ORD0025229,2,P04614,1,1905,15
OI00048883,ORD0025230,1,P03862,1,938,0
OI00048884,ORD0025230,2,P01375,1,10901,0
OI00048885,ORD0025231,1,P00515,3,1134,5
OI00048886,ORD0025231,2,P00729,1,1112,0
OI00048887,ORD0025232,1,P02441,1,27557,0
OI00048888,ORD0025233,1,P04892,1,411,0
OI00048889,ORD0025234,1,P02184,1,573,0
OI00048890,ORD0025235,1,P01445,3,3261,5
OI00048891,ORD0025235,2,P01389,1,4946,5
OI00048892,ORD0025235,3,P04365,1,6320,25
OI00048893,ORD0025235,4,P01524,3,1470,20
OI00048894,ORD0025235,5,P02909,3,14506,0
OI00048895,ORD0025236,1,P00446,2,177579,25
OI00048896,ORD0025237,1,P03851,1,31620,0
OI00048897,ORD0025238,1,P03484,1,1810,0
OI00048898,ORD0025238,2,P03103,1,2475,10
OI00048899,ORD0025238,3,P02366,3,498,0
OI00048900,ORD0025239,1,P04414,3,105665,0
OI00048901,ORD0025239,2,P01395,2,5659,0
OI00048902,ORD0025240,1,P01111,2,63082,0
OI00048903,ORD0025241,1,P01261,1,131302,0
OI00048904,ORD0025241,2,P02170,1,874,0
OI00048905,ORD0025242,1,P04839,4,992,0
OI00048906,ORD0025243,1,P04555,4,130450,0
OI00048907,ORD0025244,1,P02950,2,145755,5
OI00048908,ORD0025245,1,P00801,1,165547,10
OI00048909,ORD0025245,2,P01062,1,14973,15
OI00048910,ORD0025246,1,P01173,3,60711,5
OI00048911,ORD0025246,2,P01304,3,1398,0
OI00048912,ORD0025247,1,P00939,2,7959,20
OI00048913,ORD0025248,1,P04211,3,9122,5
OI00048914,ORD0025248,2,P03223,4,74559,5
OI00048915,ORD0025248,3,P00967,1,1099,0
OI00048916,ORD0025249,1,P00715,3,931,0
OI00048917,ORD0025249,2,P03356,1,2391,10
OI00048918,ORD0025249,3,P02811,2,171556,5
OI00048919,ORD0025250,1,P03795,3,5557,15
OI00048920,ORD0025251,1,P04847,1,10538,0
OI00048921,ORD0025251,2,P04506,1,66163,10
OI00048922,ORD0025252,1,P03714,3,10019,5
OI00048923,ORD0025252,2,P04128,1,26038,0
OI00048924,ORD0025252,3,P01675,2,5105,0
OI00048925,ORD0025253,1,P03844,3,11262,0
OI00048926,ORD0025254,1,P03748,2,196085,0
OI00048927,ORD0025255,1,P03330,1,163858,0
OI00048928,ORD0025256,1,P00424,4,134646,0
OI00048929,ORD0025256,2,P01749,2,1231,15
OI00048930,ORD0025256,3,P01944,2,1482,0
OI00048931,ORD0025256,4,P00656,2,57468,0
OI00048932,ORD0025257,1,P03170,2,100004,0
OI00048933,ORD0025258,1,P04296,1,102543,0
OI00048934,ORD0025259,1,P01413,2,846,10
OI00048935,ORD0025259,2,P03804,1,27,10
OI00048936,ORD0025259,3,P02111,1,7747,0
OI00048937,ORD0025260,1,P04756,2,14843,0
OI00048938,ORD0025260,2,P04479,4,105236,0
OI00048939,ORD0025260,3,P02621,2,134445,0
OI00048940,ORD0025261,1,P02723,1,851,0
OI00048941,ORD0025262,1,P02614,5,1453,15
OI00048942,ORD0025263,1,P03177,1,11681,25
OI00048943,ORD0025263,2,P03251,1,80890,0
OI00048944,ORD0025264,1,P00364,4,13204,0
OI00048945,ORD0025264,2,P00941,1,5322,5
OI00048946,ORD0025265,1,P02338,1,46,5
OI00048947,ORD0025266,1,P00273,3,9000,0
OI00048948,ORD0025266,2,P02759,3,176342,0
OI00048949,ORD0025267,1,P03825,1,188834,0
OI00048950,ORD0025267,2,P04988,2,644,0
OI00048951,ORD0025268,1,P00833,2,594,10
OI00048952,ORD0025269,1,P01129,1,491,25
OI00048953,ORD0025269,2,P02121,5,4177,0
OI00048954,ORD0025269,3,P04687,2,13168,5
OI00048955,ORD0025269,4,P00643,4,10345,5
OI00048956,ORD0025269,5,P01794,1,44963,5
OI00048957,ORD0025270,1,P03622,1,1876,0
OI00048958,ORD0025270,2,P04003,1,156673,5
OI00048959,ORD0025271,1,P01981,4,1128,0
OI00048960,ORD0025271,2,P01307,2,8482,0
OI00048961,ORD0025272,1,P01767,1,7810,0
OI00048962,ORD0025273,1,P04497,1,7880,0
OI00048963,ORD0025274,1,P03133,2,358,0
OI00048964,ORD0025275,1,P04698,4,5069,15
OI00048965,ORD0025275,2,P02329,1,31724,10
OI00048966,ORD0025276,1,P00666,2,6304,0
OI00048967,ORD0025276,2,P01552,2,1966,0
OI00048968,ORD0025276,3,P04365,1,6320,10
OI00048969,ORD0025277,1,P03243,2,7146,0
OI00048970,ORD0025278,1,P01817,1,2078,15
OI00048971,ORD0025278,2,P01054,3,12871,0
OI00048972,ORD0025278,3,P04996,4,173491,0
OI00048973,ORD0025279,1,P03507,2,133694,0
OI00048974,ORD0025279,2,P01132,1,101761,0
OI00048975,ORD0025280,1,P00072,1,1183,5
OI00048976,ORD0025280,2,P02393,3,1210,0
OI00048977,ORD0025280,3,P03390,1,1315,0
OI00048978,ORD0025281,1,P01685,5,160607,0
OI00048979,ORD0025281,2,P03004,4,651,0
OI00048980,ORD0025282,1,P03109,1,87575,5
OI00048981,ORD0025282,2,P04798,1,4748,5
OI00048982,ORD0025283,1,P02146,1,143876,0
OI00048983,ORD0025283,2,P04724,2,259,0
OI00048984,ORD0025284,1,P00256,4,67068,0
OI00048985,ORD0025284,2,P01801,1,135128,0
OI00048986,ORD0025284,3,P03873,4,1739,0
OI00048987,ORD0025285,1,P01820,3,151403,0
OI00048988,ORD0025285,2,P01804,4,592,10
OI00048989,ORD0025286,1,P01294,1,11989,5
OI00048990,ORD0025287,1,P00521,3,560,10
OI00048991,ORD0025288,1,P04658,2,168052,0
OI00048992,ORD0025288,2,P00866,2,165237,5
OI00048993,ORD0025288,3,P04434,2,3132,10
OI00048994,ORD0025289,1,P02407,1,198849,20
OI00048995,ORD0025290,1,P04464,2,11464,0
OI00048996,ORD0025291,1,P00755,1,3332,10
OI00048997,ORD0025292,1,P02507,3,1938,0
OI00048998,ORD0025293,1,P02425,5,171781,0
OI00048999,ORD0025293,2,P01620,1,4928,10
OI00049000,ORD0025294,1,P04644,1,5386,0
OI00049001,ORD0025294,2,P00425,2,9694,0
OI00049002,ORD0025294,3,P04697,1,871,0
OI00049003,ORD0025294,4,P01404,5,6888,0
OI00049004,ORD0025294,5,P02466,2,3248,25
OI00049005,ORD0025295,1,P02017,2,3633,5
OI00049006,ORD0025295,2,P01022,4,14829,0
OI00049007,ORD0025295,3,P03464,1,145,5
OI00049008,ORD0025296,1,P00680,3,5450,10
OI00049009,ORD0025296,2,P00616,3,1242,0
OI00049010,ORD0025297,1,P04358,2,111608,0
OI00049011,ORD0025298,1,P01085,1,119083,0
OI00049012,ORD0025298,2,P00486,2,13826,5
OI00049013,ORD0025299,1,P00705,2,5215,15
OI00049014,ORD0025300,1,P01540,4,1749,0
OI00049015,ORD0025300,2,P00363,2,1210,0
OI00049016,ORD0025301,1,P02135,1,2889,10
OI00049017,ORD0025302,1,P03427,1,9543,25
OI00049018,ORD0025303,1,P00759,5,112495,0
OI00049019,ORD0025303,2,P03713,5,9297,15
OI00049020,ORD0025303,3,P04818,3,115628,0
OI00049021,ORD0025304,1,P04352,1,153768,0
OI00049022,ORD0025304,2,P01876,5,1706,20
OI00049023,ORD0025305,1,P01109,3,74968,15
OI00049024,ORD0025305,2,P00685,4,695,10
OI00049025,ORD0025306,1,P03834,4,539,0
OI00049026,ORD0025307,1,P04380,2,91181,15
OI00049027,ORD0025308,1,P03687,1,51302,0
OI00049028,ORD0025309,1,P01312,1,2550,25
OI00049029,ORD0025309,2,P00157,1,115351,20
OI00049030,ORD0025309,3,P02419,3,200,10
OI00049031,ORD0025310,1,P03882,1,1354,5
OI00049032,ORD0025310,2,P02075,2,4232,5
OI00049033,ORD0025310,3,P01854,1,41749,0
OI00049034,ORD0025310,4,P04953,3,140360,0
OI00049035,ORD0025311,1,P01176,1,970,5
OI00049036,ORD0025311,2,P03765,1,188470,0
OI00049037,ORD0025311,3,P04724,1,259,0
OI00049038,ORD0025312,1,P03520,3,8229,5
OI00049039,ORD0025312,2,P00983,1,13582,0
OI00049040,ORD0025313,1,P04023,2,93133,10
OI00049041,ORD0025313,2,P03097,1,6431,5
OI00049042,ORD0025314,1,P00975,2,12751,5
OI00049043,ORD0025315,1,P03916,2,143539,5
OI00049044,ORD0025315,2,P02594,1,1878,10
OI00049045,ORD0025316,1,P01106,4,7374,5
OI00049046,ORD0025316,2,P04408,1,4909,0
OI00049047,ORD0025316,3,P01436,1,340,10
OI00049048,ORD0025316,4,P01167,2,10550,5
OI00049049,ORD0025316,5,P00527,1,318,10
OI00049050,ORD0025317,1,P02422,2,7439,5
OI00049051,ORD0025318,1,P04578,1,172017,0
OI00049052,ORD0025318,2,P04213,1,1992,5
OI00049053,ORD0025318,3,P03250,1,181329,10
OI00049054,ORD0025319,1,P02404,2,7498,0
OI00049055,ORD0025319,2,P01005,1,14058,25
OI00049056,ORD0025319,3,P00259,1,1487,15
OI00049057,ORD0025320,1,P03404,1,134454,20
OI00049058,ORD0025320,2,P03753,1,3137,10
OI00049059,ORD0025321,1,P03750,1,4789,10
OI00049060,ORD0025321,2,P04879,1,1528,0
OI00049061,ORD0025321,3,P04790,1,113353,0
OI00049062,ORD0025321,4,P04786,3,12791,0
OI00049063,ORD0025322,1,P03859,3,10320,0
OI00049064,ORD0025322,2,P01590,1,12857,0
OI00049065,ORD0025323,1,P00509,1,9569,5
OI00049066,ORD0025324,1,P00192,1,563,0
OI00049067,ORD0025325,1,P04843,4,332,15
OI00049068,ORD0025325,2,P01013,1,843,0
OI00049069,ORD0025325,3,P02243,3,530,5
OI00049070,ORD0025325,4,P02698,1,46074,0
OI00049071,ORD0025325,5,P01664,1,23,0
OI00049072,ORD0025326,1,P04002,1,13472,5
OI00049073,ORD0025327,1,P03533,2,171906,0
OI00049074,ORD0025327,2,P01234,1,352,0
OI00049075,ORD0025328,1,P04860,1,646,0
OI00049076,ORD0025328,2,P01397,1,2657,5
OI00049077,ORD0025329,1,P02025,4,2202,5
OI00049078,ORD0025329,2,P02795,2,125937,15
OI00049079,ORD0025329,3,P01612,4,6855,0
OI00049080,ORD0025330,1,P04906,2,96092,10
OI00049081,ORD0025330,2,P01362,1,3492,0
OI00049082,ORD0025330,3,P02320,2,141210,0
OI00049083,ORD0025331,1,P01506,2,1471,5
OI00049084,ORD0025332,1,P04550,1,4376,15
OI00049085,ORD0025332,2,P01076,1,598,5
OI00049086,ORD0025332,3,P04753,5,9799,5
OI00049087,ORD0025332,4,P01416,4,58858,10
OI00049088,ORD0025333,1,P00277,4,2018,0
OI00049089,ORD0025333,2,P01169,3,12084,20
OI00049090,ORD0025334,1,P03515,3,153,0
OI00049091,ORD0025334,2,P03646,3,82865,10
OI00049092,ORD0025334,3,P04692,4,65226,0
OI00049093,ORD0025335,1,P03906,2,1726,0
OI00049094,ORD0025335,2,P01655,4,7966,0
OI00049095,ORD0025336,1,P01754,3,114493,5
OI00049096,ORD0025337,1,P00156,1,8242,0
OI00049097,ORD0025338,1,P02519,1,940,10
OI00049098,ORD0025338,2,P03904,3,1656,0
OI00049099,ORD0025338,3,P01199,2,1367,0
OI00049100,ORD0025338,4,P00783,1,17550,0
OI00049101,ORD0025338,5,P01565,4,223,5
OI00049102,ORD0025339,1,P00916,4,1491,20
OI00049103,ORD0025340,1,P04960,1,142601,5
OI00049104,ORD0025341,1,P03523,1,1798,0
OI00049105,ORD0025341,2,P00857,1,1366,0
OI00049106,ORD0025342,1,P00569,1,11883,0
OI00049107,ORD0025342,2,P04803,3,63938,0
OI00049108,ORD0025342,3,P00454,1,6276,10
OI00049109,ORD0025342,4,P04464,1,11464,0
OI00049110,ORD0025343,1,P04195,2,365,0
OI00049111,ORD0025344,1,P03420,1,630,0
OI00049112,ORD0025345,1,P02400,2,669,5
OI00049113,ORD0025346,1,P02858,1,855,10
OI00049114,ORD0025347,1,P04357,3,14481,10
OI00049115,ORD0025347,2,P01178,1,1332,0
OI00049116,ORD0025348,1,P01565,1,223,15
OI00049117,ORD0025349,1,P04989,3,126094,0
OI00049118,ORD0025349,2,P03861,3,1116,10
OI00049119,ORD0025350,1,P02290,3,141317,10
OI00049120,ORD0025350,2,P00300,2,473,5
OI00049121,ORD0025351,1,P04380,1,91181,20
OI00049122,ORD0025351,2,P00908,1,1568,5
OI00049123,ORD0025351,3,P04109,1,957,0
OI00049124,ORD0025351,4,P02779,3,51475,0
OI00049125,ORD0025352,1,P04804,4,514,5
OI00049126,ORD0025353,1,P02973,1,1564,20
OI00049127,ORD0025354,1,P00874,1,77371,0
OI00049128,ORD0025354,2,P02937,1,103601,10
OI00049129,ORD0025354,3,P03157,1,94779,0
OI00049130,ORD0025355,1,P00475,5,1246,0
OI00049131,ORD0025356,1,P04129,2,497,0
OI00049132,ORD0025356,2,P02562,1,823,20
OI00049133,ORD0025356,3,P03491,1,148844,0
OI00049134,ORD0025357,1,P02536,2,6394,15
OI00049135,ORD0025357,2,P01160,2,12260,0
OI00049136,ORD0025357,3,P02039,4,59939,10
OI00049137,ORD0025357,4,P04221,1,390,0
OI00049138,ORD0025357,5,P03833,1,294,5
OI00049139,ORD0025358,1,P03278,1,616,10
OI00049140,ORD0025359,1,P02782,1,173681,0
OI00049141,ORD0025360,1,P00206,2,3773,15
OI00049142,ORD0025360,2,P02822,1,19776,15
OI00049143,ORD0025360,3,P01632,2,13005,10
OI00049144,ORD0025361,1,P04632,1,1095,10
OI00049145,ORD0025362,1,P04602,4,22100,10
OI00049146,ORD0025362,2,P01577,2,172299,0
OI00049147,ORD0025363,1,P01249,1,101860,10
OI00049148,ORD0025363,2,P03264,1,6055,0
OI00049149,ORD0025363,3,P02624,5,1049,25
OI00049150,ORD0025364,1,P04134,2,10119,0
OI00049151,ORD0025365,1,P04054,4,11805,0
OI00049152,ORD0025366,1,P01384,2,1024,0
OI00049153,ORD0025366,2,P03562,5,1908,15
OI00049154,ORD0025367,1,P03052,1,5747,5
OI00049155,ORD0025367,2,P03595,2,1337,5
OI00049156,ORD0025368,1,P00101,2,2189,5
OI00049157,ORD0025368,2,P04091,3,342,0
OI00049158,ORD0025369,1,P03759,2,12998,5
OI00049159,ORD0025370,1,P01013,1,843,5
OI00049160,ORD0025370,2,P00124,1,936,15
OI00049161,ORD0025370,3,P03888,1,13953,5
OI00049162,ORD0025370,4,P04942,1,155303,0
OI00049163,ORD0025371,1,P04105,2,141213,5
OI00049164,ORD0025371,2,P02105,1,8993,0
OI00049165,ORD0025372,1,P00118,1,13085,0
OI00049166,ORD0025373,1,P01664,3,23,0
OI00049167,ORD0025373,2,P03408,3,140640,5
OI00049168,ORD0025374,1,P04952,1,1453,5
OI00049169,ORD0025374,2,P03631,1,4377,5
OI00049170,ORD0025374,3,P02205,1,3755,0
OI00049171,ORD0025375,1,P01860,4,3303,0
OI00049172,ORD0025376,1,P04040,2,145,0
OI00049173,ORD0025376,2,P03930,2,11356,5
OI00049174,ORD0025376,3,P02798,2,94410,10
OI00049175,ORD0025377,1,P00433,2,1455,5
OI00049176,ORD0025378,1,P04701,1,40494,5
OI00049177,ORD0025379,1,P01934,3,974,0
OI00049178,ORD0025380,1,P02379,1,19834,5
OI00049179,ORD0025381,1,P00036,1,1119,10
OI00049180,ORD0025382,1,P01984,4,1075,15
OI00049181,ORD0025382,2,P00323,3,14307,0
OI00049182,ORD0025383,1,P03689,3,1787,5
OI00049183,ORD0025383,2,P03398,2,9405,0
OI00049184,ORD0025383,3,P00984,1,1298,20
OI00049185,ORD0025383,4,P01429,1,138404,0
OI00049186,ORD0025384,1,P00070,3,12192,15
OI00049187,ORD0025385,1,P03199,2,94659,20
OI00049188,ORD0025386,1,P01922,5,7670,0
OI00049189,ORD0025386,2,P04266,2,986,0
OI00049190,ORD0025387,1,P04772,5,12908,0
OI00049191,ORD0025388,1,P02828,1,2726,15
OI00049192,ORD0025388,2,P03027,5,2085,10
OI00049193,ORD0025389,1,P03663,4,1640,5
OI00049194,ORD0025389,2,P00751,3,26,0
OI00049195,ORD0025390,1,P02671,4,765,0
OI00049196,ORD0025390,2,P03025,5,1391,15
OI00049197,ORD0025390,3,P03493,3,1892,25
OI00049198,ORD0025390,4,P02959,2,3513,0
OI00049199,ORD0025391,1,P04506,2,66163,0
OI00049200,ORD0025392,1,P04280,1,1687,10
OI00049201,ORD0025392,2,P00047,4,87742,20
OI00049202,ORD0025392,3,P04529,1,799,0
OI00049203,ORD0025393,1,P00182,2,201,0
OI00049204,ORD0025394,1,P04440,3,187021,0
OI00049205,ORD0025395,1,P01084,2,1661,0
OI00049206,ORD0025396,1,P02906,1,1372,0
OI00049207,ORD0025397,1,P00654,4,1162,10
OI00049208,ORD0025397,2,P01886,1,1044,10
OI00049209,ORD0025398,1,P00405,5,145940,5
OI00049210,ORD0025399,1,P03268,2,147124,5
OI00049211,ORD0025399,2,P03580,2,1185,0
OI00049212,ORD0025399,3,P02388,5,5740,25
OI00049213,ORD0025399,4,P04847,1,10538,0
OI00049214,ORD0025400,1,P01853,2,701,15
OI00049215,ORD0025400,2,P00541,1,635,5
OI00049216,ORD0025401,1,P00001,4,139629,10
OI00049217,ORD0025402,1,P01080,1,605,5
OI00049218,ORD0025402,2,P04325,1,4836,0
OI00049219,ORD0025402,3,P02336,1,61631,25
OI00049220,ORD0025402,4,P02962,1,3458,5
OI00049221,ORD0025403,1,P00625,1,7705,10
OI00049222,ORD0025403,2,P01826,3,81414,0
OI00049223,ORD0025404,1,P01279,3,187020,15
OI00049224,ORD0025404,2,P01743,1,105997,0
OI00049225,ORD0025405,1,P04342,1,790,0
OI00049226,ORD0025405,2,P04815,2,84501,0
OI00049227,ORD0025405,3,P01300,4,8098,0
OI00049228,ORD0025406,1,P03678,2,1256,0
OI00049229,ORD0025406,2,P01604,1,7765,25
OI00049230,ORD0025407,1,P04201,2,3901,0
